,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,lat,lon 
538,2009032900100467,2009년 3월 29일 21시,일요일,경기도 오산시 원동,경상사고,0,0,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,승용,여,70세,경상,37.13434260224301,127.06836726395642
539,2009033000100412,2009년 3월 30일 18시,월요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,42세,상해없음,보행자,남,5세,중상,37.14053177332655,127.04366157830798
540,2009040400100339,2009년 4월 4일 13시,토요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,남,9세,경상,37.14052221823222,127.04352641571299
541,2009041100100658,2009년 4월 11일 22시,토요일,경기도 오산시 은계동,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,승용,남,31세,중상,37.16090465282448,127.074924186165
542,2009041600100339,2009년 4월 16일 16시,목요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,55세,상해없음,보행자,남,5세,중상,37.132431551633694,127.07092259322451
543,2009041900100244,2009년 4월 19일 13시,일요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,남,8세,경상,37.14569956119618,127.07434184822655
544,2009042100100591,2009년 4월 21일 22시,화요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,43세,상해없음,보행자,남,6세,중상,37.15699814895818,127.06008840262731
545,2009042200100373,2009년 4월 22일 17시,수요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,10세,중상,37.15999649736942,127.06840273924944
546,2009042600100292,2009년 4월 26일 14시,일요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,35세,상해없음,승용,남,32세,경상,37.153305099717805,127.08031291690995
547,2009050400100209,2009년 5월 4일 11시,월요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,48세,상해없음,보행자,여,3세,중상,37.13798778336287,127.03662123141702
548,2009050500100555,2009년 5월 5일 20시,화요일,경기도 오산시 누읍동,경상사고,0,0,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,승용,여,31세,경상,37.143264203788966,127.04827883960242
549,2009050700100558,2009년 5월 7일 20시,목요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,기타불명,기타불명,기타불명,보행자,남,10세,부상신고,37.14924552943056,127.0725221716361
550,2009051300100352,2009년 5월 13일 15시,수요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,여,41세,상해없음,보행자,남,4세,중상,37.13327669943747,127.07026513482752
551,2009052300100346,2009년 5월 23일 14시,토요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,흐림,단일로 - 횡단보도상,원동기,남,16세,상해없음,보행자,여,7세,경상,37.1463942486206,127.07444000964256
552,2009052800100606,2009년 5월 28일 23시,목요일,경기도 오산시 원동,경상사고,0,0,6,1,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,남,36세,경상,37.13697597537641,127.0781346995913
553,2009060200100416,2009년 6월 2일 17시,화요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,원동기,남,69세,상해없음,자전거,여,10세,경상,37.13136661053821,127.06828001885196
554,2009061200100433,2009년 6월 12일 16시,금요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동기,남,37세,상해없음,보행자,남,7세,중상,37.154908801833734,127.07994487813795
555,2009061300100664,2009년 6월 13일 21시,토요일,경기도 오산시 원동,중상사고,0,2,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,41세,상해없음,승용,남,30세,중상,37.13373598711567,127.07251631232906
556,2009061600100148,2009년 6월 16일 08시,화요일,경기도 오산시 내삼미동,경상사고,0,0,4,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승합,여,35세,경상,37.17861226616836,127.05548456841845
557,2009061600100597,2009년 6월 16일 22시,화요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,승용,남,28세,경상,37.14257673718032,127.07356771514326
558,2009061800100343,2009년 6월 18일 15시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,61세,상해없음,보행자,여,4세,중상,37.14678888939521,127.07629749638069
559,2009062600100299,2009년 6월 26일 13시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,기타불명,기타불명,기타불명,보행자,남,6세,경상,37.147673408040795,127.07168442037226
560,2009062800100216,2009년 6월 28일 12시,일요일,경기도 오산시 양산동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,보행자,남,4세,중상,37.19371663144034,127.02875418278818
561,2009072100100426,2009년 7월 21일 16시,화요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,여,35세,경상,37.152791900724424,127.06842586288253
562,2009072100100530,2009년 7월 21일 19시,화요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,34세,상해없음,보행자,남,5세,중상,37.146870008212765,127.07386307584022
563,2009072200100253,2009년 7월 22일 12시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,45세,상해없음,보행자,남,9세,경상,37.14981425654785,127.0678991462092
564,2009072300100158,2009년 7월 23일 09시,목요일,경기도 오산시 원동,중상사고,0,2,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,여,11세,중상,37.14153965480767,127.07353878015014
565,2009072600100380,2009년 7월 26일 18시,일요일,경기도 오산시 원동,중상사고,0,1,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,승용,남,29세,중상,37.14271957993474,127.07318392918727
566,2009072900100264,2009년 7월 29일 11시,수요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,37세,상해없음,보행자,여,8세,중상,37.13605494499536,127.08270215517308
567,2009073100100189,2009년 7월 31일 10시,금요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,남,5세,중상,37.15934800357679,127.05915274310712
568,2009080100100216,2009년 8월 1일 10시,토요일,경기도 오산시 오산동,경상사고,0,0,4,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,기타불명,기타불명,기타불명,기타불명,승용,남,32세,경상,37.14891502809379,127.06855704153205
569,2009081000100252,2009년 8월 10일 12시,월요일,경기도 오산시 오산동,경상사고,0,0,6,1,차대차 - 추돌 - 주정차중,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,44세,기타불명,화물,남,56세,경상,37.149272557396344,127.06534366305415
570,2009090200100427,2009년 9월 2일 17시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,12세,경상,승용,여,54세,상해없음,37.14966062772946,127.0750219608652
571,2009091300100131,2009년 9월 13일 07시,일요일,경기도 오산시 고현동,중상사고,0,3,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,35세,경상,37.13589138964361,127.07259631236298
572,2009091800100209,2009년 9월 18일 09시,금요일,경기도 오산시 누읍동,중상사고,0,1,2,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,특수,남,40세,경상,승용,여,33세,중상,37.13541616707912,127.08557817517244
573,2009092000100168,2009년 9월 20일 08시,일요일,경기도 오산시 부산동,중상사고,0,1,1,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,승용,남,31세,중상,37.158854770220366,127.08637338596597
574,2009092400100264,2009년 9월 24일 12시,목요일,경기도 오산시 가수동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,52세,상해없음,보행자,남,9세,중상,37.14496157232811,127.05112118524359
575,2009092400100356,2009년 9월 24일 15시,목요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,남,2세,경상,37.179504347827574,127.05302252575152
576,2009100100100559,2009년 10월 1일 17시,목요일,경기도 오산시 은계동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,남,12세,경상,37.16088544256513,127.07460869494739
577,2009101400100343,2009년 10월 14일 14시,수요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,25세,상해없음,보행자,여,8세,경상,37.17325507669518,127.05986234494878
578,2009101700100598,2009년 10월 17일 17시,토요일,경기도 오산시 수청동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,39세,상해없음,보행자,여,7세,중상,37.16313070098393,127.06979665181422
579,2009102100100188,2009년 10월 21일 09시,수요일,경기도 오산시 고현동,경상사고,0,0,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,49세,상해없음,승용,여,30세,경상,37.13302182169151,127.0892507058096
580,2009102300100423,2009년 10월 23일 16시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,보행자,남,4세,경상,37.14022017087507,127.07033367405954
581,2009102900100331,2009년 10월 29일 15시,목요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,자전거,남,12세,경상,37.132257820005364,127.07028122135462
582,2009110200100297,2009년 11월 2일 13시,월요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,50세,상해없음,보행자,남,10세,경상,37.152239736014856,127.06786502301873
583,2009112700100371,2009년 11월 27일 16시,금요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승용,남,36세,경상,37.146362453031536,127.07802358875945
584,2009112900100424,2009년 11월 29일 17시,일요일,경기도 오산시 고현동,경상사고,0,0,2,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 습기,비,단일로 - 기타,승용,여,28세,상해없음,,,,,37.13148136885147,127.08716203875272
585,2009121300100439,2009년 12월 13일 19시,일요일,경기도 오산시 부산동,경상사고,0,0,9,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,승용,남,28세,경상,37.193924172535766,127.06038103831882
586,2010011300100099,2010년 1월 13일 06시,수요일,경기도 오산시 내삼미동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로안,화물,남,55세,상해없음,승용,남,40세,경상,37.19019403715736,127.05187539634626
587,2010021400100203,2010년 2월 14일 14시,일요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승합,여,43세,기타불명,승용,남,30세,경상,37.151103930008965,127.07034969913603
588,2010021700100239,2010년 2월 17일 15시,수요일,경기도 오산시 은계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,남,7세,경상,37.16086126229383,127.07296327244318
589,2010022600100336,2010년 2월 26일 14시,금요일,경기도 오산시 세교동,중상사고,0,3,0,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,52세,기타불명,승용,여,42세,중상,37.1847915546162,127.04472081790539
590,2010030200100250,2010년 3월 2일 14시,화요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,33세,상해없음,보행자,남,8세,중상,37.157211204526135,127.06628596997908
591,2010030900100376,2010년 3월 9일 18시,화요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 정면충돌,신호위반,포장 - 습기,비,교차로 - 교차로안,승용,남,47세,상해없음,승용,여,36세,경상,37.148793107699156,127.07451891659694
592,2010031200100462,2010년 3월 12일 21시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,상해없음,보행자,남,12세,중상,37.1471428698787,127.07449284491574
593,2010031300100012,2010년 3월 13일 00시,토요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,승용,남,41세,경상,37.14129594334514,127.07347231685634
594,2010032800100378,2010년 3월 28일 18시,일요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,32세,상해없음,보행자,남,4세,중상,37.14118765582296,127.07345028937858
595,2010032800100379,2010년 3월 28일 18시,일요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,32세,상해없음,보행자,남,4세,중상,37.14127782599387,127.07344986611876
596,2010040100100529,2010년 4월 1일 21시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,상해없음,보행자,여,5세,중상,37.1361903392287,127.07296672210592
597,2010040400100433,2010년 4월 4일 20시,일요일,경기도 오산시,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,46세,상해없음,승용,남,27세,경상,37.151496633211444,127.06688813727932
598,2010041100100244,2010년 4월 11일 14시,일요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,보행자,여,11세,경상,37.14592724891813,127.07012633703799
599,2010041700100254,2010년 4월 17일 12시,토요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,48세,상해없음,보행자,남,8세,중상,37.13099958694775,127.0689915432074
600,2010050100100269,2010년 5월 1일 12시,토요일,경기도 오산시 원동,경상사고,0,0,10,0,차대차 - 추돌 - 주정차중,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,24세,상해없음,승용,여,49세,경상,37.13579495084626,127.07819650309314
601,2010050700100041,2010년 5월 7일 02시,금요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 추돌 - 진행중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,28세,상해없음,승용,남,31세,경상,37.14888972745687,127.0762538933413
602,2010051000100321,2010년 5월 10일 15시,월요일,경기도 오산시 원동,중상사고,0,2,0,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,56세,상해없음,보행자,여,30세,중상,37.136967331759536,127.07823614501892
603,2010051000100379,2010년 5월 10일 17시,월요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,46세,상해없음,보행자,남,9세,경상,37.12799327283181,127.05390956721145
604,2010051600100224,2010년 5월 16일 12시,일요일,경기도 오산시 수청동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,33세,경상,37.173237042315435,127.05986243275345
605,2010052100100134,2010년 5월 21일 06시,금요일,경기도 오산시 궐동,경상사고,0,0,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,승용,남,36세,경상,37.154820590487304,127.06838237347836
606,2010052500100529,2010년 5월 25일 23시,화요일,경기도 오산시 내삼미동,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,33세,상해없음,승용,여,37세,경상,37.17929561396694,127.0549851460255
607,2010052800100401,2010년 5월 28일 17시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,39세,상해없음,보행자,여,9세,중상,37.1340648042156,127.08343232570505
608,2010052900100182,2010년 5월 29일 08시,토요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,승용,남,30세,경상,37.138906603803754,127.07352860302919
609,2010060200100414,2010년 6월 2일 16시,수요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,52세,상해없음,보행자,남,8세,경상,37.15912408193138,127.06661489717985
610,2010060300100136,2010년 6월 3일 08시,목요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,49세,상해없음,보행자,여,10세,중상,37.13006778552438,127.07058449852225
611,2010060600100226,2010년 6월 6일 11시,일요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,38세,상해없음,보행자,여,2세,중상,37.14727019198811,127.06757323068317
612,2010060800100594,2010년 6월 8일 21시,화요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,16세,상해없음,승용,여,38세,경상,37.14155777304552,127.07356123098604
613,2010061100100396,2010년 6월 11일 16시,금요일,경기도 오산시 탑동,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,46세,상해없음,승용,남,30세,경상,37.13421036060626,127.0435472518323
614,2010061700100581,2010년 6월 17일 21시,목요일,경기도 오산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,기타불명,기타불명,기타불명,자전거,남,11세,경상,37.15886344892481,127.07888970972746
615,2010061900100285,2010년 6월 19일 12시,토요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,38세,상해없음,보행자,여,8세,중상,37.12841056155206,127.0686996464868
616,2010062300100313,2010년 6월 23일 15시,수요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,50세,상해없음,자전거,남,8세,경상,37.13211722930759,127.0664738108299
617,2010062400100365,2010년 6월 24일 17시,목요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,49세,상해없음,자전거,남,7세,중상,37.130928467947285,127.06926227240437
618,2010063000100265,2010년 6월 30일 14시,수요일,경기도 오산시 고현동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,화물,남,18세,상해없음,보행자,남,10세,중상,37.1340020537199,127.08353401424773
619,2010070400100402,2010년 7월 4일 20시,일요일,경기도 오산시 갈곶동,경상사고,0,0,1,1,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,49세,상해없음,화물,남,34세,상해없음,37.13015231469103,127.0714853967748
620,2010070500100454,2010년 7월 5일 19시,월요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,남,7세,중상,37.14428683450749,127.07031441006325
621,2010070700100158,2010년 7월 7일 09시,수요일,경기도 오산시 오산동,중상사고,0,1,4,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,화물,남,57세,중상,37.14885311761077,127.07368472893941
622,2010072200100407,2010년 7월 22일 16시,목요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,승용,여,37세,경상,37.13723784298765,127.07823489300891
623,2010072600100216,2010년 7월 26일 11시,월요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,37세,상해없음,보행자,남,5세,중상,37.15886873806931,127.06823906962443
624,2010073000100568,2010년 7월 30일 21시,금요일,경기도 오산시 오산동,중상사고,0,2,0,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,승용,여,38세,중상,37.15260975250221,127.08003438621574
625,2010073100100298,2010년 7월 31일 14시,토요일,경기도 오산시 수청동,중상사고,0,1,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,41세,중상,승용,남,38세,경상,37.16209165411775,127.06449298529519
626,2010081100100537,2010년 8월 11일 20시,수요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,승합,남,37세,상해없음,보행자,여,8세,중상,37.15325713509467,127.07709000858185
627,2010090200100364,2010년 9월 2일 14시,목요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,남,8세,중상,37.16027054553073,127.06222510812125
628,2010090200100484,2010년 9월 2일 18시,목요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,남,7세,경상,37.18938354239633,127.04305121429272
629,2010090400100335,2010년 9월 4일 13시,토요일,경기도 오산시 궐동,중상사고,0,1,1,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,61세,상해없음,승용,남,32세,중상,37.15652910293119,127.06475651130377
630,2010091400100467,2010년 9월 14일 18시,화요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,기타 - 기타,이륜,남,45세,상해없음,보행자,남,8세,경상,37.15948626309929,127.05759673424231
631,2010092000100178,2010년 9월 20일 09시,월요일,경기도 오산시 원동,중상사고,0,2,0,1,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 습기,비,단일로 - 기타,승합,남,34세,상해없음,승용,남,36세,중상,37.114140281018095,127.1126966679586
632,2010093000100323,2010년 9월 30일 14시,목요일,경기도 오산시 오산동,중상사고,0,3,3,0,차대차 - 추돌 - 진행중,기타,포장 - 건조,맑음,교차로 - 교차로안,승용,여,44세,중상,승용,여,32세,경상,37.15110858454071,127.07158930230067
633,2010100200100410,2010년 10월 2일 16시,토요일,경기도 오산시 원동,중상사고,0,1,3,0,차대차 - 측면직각충돌,신호위반,포장 - 습기,비,교차로 - 교차로안,승용,여,36세,상해없음,승용,여,38세,경상,37.1403044923678,127.07358964873384
634,2010101100100545,2010년 10월 11일 21시,월요일,경기도 오산시 부산동,중상사고,0,1,7,0,차대차 - 정면충돌,신호위반,포장 - 건조,흐림,교차로 - 교차로안,승용,남,28세,상해없음,승합,남,49세,중상,37.16799581308662,127.04546026621189
635,2010101900100418,2010년 10월 19일 18시,화요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승합,남,44세,상해없음,보행자,남,6세,경상,37.146291616009286,127.07593921913897
636,2010102100100163,2010년 10월 21일 09시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,3세,중상,37.15730933787645,127.04740794683465
637,2010102500100620,2010년 10월 25일 21시,월요일,경기도 오산시 외삼미동,경상사고,0,0,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,남,35세,경상,37.192701574990686,127.06134545499765
638,2010111000100576,2010년 11월 10일 19시,수요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,화물,남,30세,상해없음,보행자,여,9세,중상,37.14629378893476,127.07652517812282
639,2010111200100746,2010년 11월 12일 22시,금요일,경기도 오산시 오산동,중상사고,0,2,1,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로부근,승용,남,32세,상해없음,승용,남,41세,중상,37.155487561711524,127.07310131034296
