연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비
2018,어린이사고,2009,16,0.16,0,0,0,17,0.14
2018,노인사고,2009,118,0.31,8,0.48,6.78,125,0.3
2018,보행자사고,2009,70,0.15,6,0.4,8.57,69,0.15
2018,자전거사고,2009,23,0.19,0,0,0,26,0.21
2018,야간사고,2009,99,0.11,4,0.21,4.04,143,0.11
2018,어린이사고,2010,48,0.48,0,0,0,57,0.45
2018,노인사고,2010,106,0.27,4,0.24,3.77,111,0.27
2018,보행자사고,2010,195,0.42,7,0.47,3.59,191,0.41
2018,자전거사고,2010,39,0.33,0,0,0,39,0.32
2018,야간사고,2010,329,0.36,6,0.32,1.82,448,0.33
2018,노인사고,2012,61,0.16,7,0.42,11.48,62,0.15
2018,보행자사고,2012,20,0.04,2,0.13,10,19,0.04
2018,자전거사고,2012,4,0.03,0,0,0,4,0.03
2018,야간사고,2012,22,0.02,3,0.16,13.64,27,0.02
2018,어린이사고,2013,13,0.13,1,2.94,7.69,15,0.12
2018,노인사고,2013,81,0.21,13,0.77,16.05,77,0.18
2018,보행자사고,2013,53,0.12,5,0.34,9.43,51,0.11
2018,자전거사고,2013,11,0.09,3,1.44,27.27,8,0.07
2018,야간사고,2013,91,0.1,13,0.7,14.29,118,0.09
2018,어린이사고,2014,9,0.09,0,0,0,11,0.09
2018,노인사고,2014,138,0.36,5,0.3,3.62,161,0.38
2018,보행자사고,2014,52,0.11,6,0.4,11.54,49,0.11
2018,자전거사고,2014,17,0.14,0,0,0,17,0.14
2018,야간사고,2014,91,0.1,6,0.32,6.59,125,0.09
2018,어린이사고,2016,66,0.66,0,0,0,79,0.63
2018,노인사고,2016,162,0.42,12,0.71,7.41,171,0.41
2018,보행자사고,2016,234,0.51,11,0.74,4.7,232,0.5
2018,자전거사고,2016,61,0.51,1,0.48,1.64,62,0.51
2018,야간사고,2016,470,0.52,13,0.7,2.77,679,0.51
2018,어린이사고,2022,6,0.06,0,0,0,7,0.06
2018,노인사고,2022,71,0.18,11,0.65,15.49,72,0.17
2018,보행자사고,2022,41,0.09,8,0.54,19.51,33,0.07
2018,자전거사고,2022,4,0.03,1,0.48,25,3,0.02
2018,야간사고,2022,77,0.09,6,0.32,7.79,112,0.08
2018,어린이사고,2023,27,0.27,0,0,0,43,0.34
2018,노인사고,2023,186,0.48,8,0.48,4.3,205,0.49
2018,보행자사고,2023,107,0.23,8,0.54,7.48,103,0.22
2018,자전거사고,2023,41,0.34,0,0,0,41,0.33
2018,야간사고,2023,218,0.24,8,0.43,3.67,359,0.27
2018,어린이사고,2024,9,0.09,0,0,0,9,0.07
2018,노인사고,2024,76,0.2,3,0.18,3.95,88,0.21
2018,보행자사고,2024,40,0.09,1,0.07,2.5,41,0.09
2018,자전거사고,2024,7,0.06,0,0,0,7,0.06
2018,야간사고,2024,40,0.04,3,0.16,7.5,54,0.04
2018,어린이사고,2025,2,0.02,0,0,0,2,0.02
2018,노인사고,2025,62,0.16,5,0.3,8.06,69,0.16
2018,보행자사고,2025,29,0.06,3,0.2,10.34,26,0.06
2018,자전거사고,2025,9,0.08,1,0.48,11.11,8,0.07
2018,야간사고,2025,39,0.04,3,0.16,7.69,47,0.04
2018,어린이사고,2026,3,0.03,0,0,0,5,0.04
2018,노인사고,2026,77,0.2,6,0.36,7.79,86,0.21
2018,보행자사고,2026,26,0.06,4,0.27,15.38,28,0.06
2018,자전거사고,2026,3,0.03,0,0,0,3,0.02
2018,야간사고,2026,48,0.05,6,0.32,12.5,67,0.05
2018,어린이사고,2027,6,0.06,0,0,0,11,0.09
2018,노인사고,2027,70,0.18,7,0.42,10,78,0.19
2018,보행자사고,2027,32,0.07,2,0.13,6.25,31,0.07
2018,자전거사고,2027,4,0.03,1,0.48,25,3,0.02
2018,야간사고,2027,45,0.05,8,0.43,17.78,78,0.06
2018,어린이사고,2028,9,0.09,0,0,0,10,0.08
2018,노인사고,2028,71,0.18,6,0.36,8.45,72,0.17
2018,보행자사고,2028,40,0.09,4,0.27,10,38,0.08
2018,자전거사고,2028,21,0.18,0,0,0,23,0.19
2018,야간사고,2028,86,0.1,3,0.16,3.49,114,0.09
2018,어린이사고,2029,3,0.03,0,0,0,10,0.08
2018,노인사고,2029,74,0.19,6,0.36,8.11,74,0.18
2018,보행자사고,2029,34,0.07,4,0.27,11.76,30,0.06
2018,자전거사고,2029,9,0.08,1,0.48,11.11,10,0.08
2018,야간사고,2029,39,0.04,6,0.32,15.38,56,0.04
2018,어린이사고,2030,137,1.37,0,0,0,153,1.22
2018,노인사고,2030,527,1.36,31,1.84,5.88,538,1.29
2018,보행자사고,2030,780,1.7,41,2.76,5.26,770,1.66
2018,자전거사고,2030,176,1.47,1,0.48,0.57,181,1.48
2018,야간사고,2030,1242,1.38,42,2.25,3.38,1727,1.29
2018,어린이사고,2101,188,1.88,0,0,0,234,1.87
2018,노인사고,2101,446,1.15,18,1.07,4.04,471,1.13
2018,보행자사고,2101,687,1.5,19,1.28,2.77,692,1.49
2018,자전거사고,2101,105,0.88,1,0.48,0.95,107,0.87
2018,야간사고,2101,1157,1.28,25,1.34,2.16,1670,1.25
2018,어린이사고,2102,62,0.62,0,0,0,79,0.63
2018,노인사고,2102,287,0.74,17,1.01,5.92,327,0.78
2018,보행자사고,2102,244,0.53,18,1.21,7.38,240,0.52
2018,자전거사고,2102,29,0.24,1,0.48,3.45,28,0.23
2018,야간사고,2102,449,0.5,21,1.13,4.68,691,0.52
2018,어린이사고,2201,17,0.17,0,0,0,19,0.15
2018,노인사고,2201,178,0.46,4,0.24,2.25,187,0.45
2018,보행자사고,2201,253,0.55,3,0.2,1.19,255,0.55
2018,자전거사고,2201,82,0.69,1,0.48,1.22,82,0.67
2018,야간사고,2201,428,0.47,2,0.11,0.47,644,0.48
2018,어린이사고,2202,68,0.68,0,0,0,79,0.63
2018,노인사고,2202,334,0.86,9,0.54,2.69,362,0.87
2018,보행자사고,2202,311,0.68,9,0.61,2.89,315,0.68
2018,자전거사고,2202,160,1.34,3,1.44,1.88,163,1.33
2018,야간사고,2202,698,0.77,9,0.48,1.29,989,0.74
2018,어린이사고,2203,39,0.39,0,0,0,47,0.37
2018,노인사고,2203,222,0.57,7,0.42,3.15,223,0.53
2018,보행자사고,2203,263,0.57,9,0.61,3.42,262,0.56
2018,자전거사고,2203,115,0.96,1,0.48,0.87,119,0.97
2018,야간사고,2203,540,0.6,9,0.48,1.67,787,0.59
2018,어린이사고,2204,26,0.26,0,0,0,31,0.25
2018,노인사고,2204,167,0.43,5,0.3,2.99,177,0.42
2018,보행자사고,2204,180,0.39,2,0.13,1.11,182,0.39
2018,자전거사고,2204,65,0.54,1,0.48,1.54,64,0.52
2018,야간사고,2204,353,0.39,2,0.11,0.57,543,0.41
2018,어린이사고,2205,87,0.87,0,0,0,107,0.85
2018,노인사고,2205,387,1,13,0.77,3.36,412,0.98
2018,보행자사고,2205,435,0.95,12,0.81,2.76,442,0.95
2018,자전거사고,2205,198,1.66,3,1.44,1.52,209,1.71
2018,야간사고,2205,1028,1.14,18,0.97,1.75,1471,1.1
2018,어린이사고,2206,115,1.15,0,0,0,144,1.15
2018,노인사고,2206,338,0.87,10,0.59,2.96,352,0.84
2018,보행자사고,2206,416,0.91,9,0.61,2.16,420,0.91
2018,자전거사고,2206,120,1.01,0,0,0,121,0.99
2018,야간사고,2206,937,1.04,12,0.64,1.28,1451,1.08
2018,어린이사고,2207,156,1.56,0,0,0,179,1.43
2018,노인사고,2207,423,1.09,4,0.24,0.95,455,1.09
2018,보행자사고,2207,630,1.37,8,0.54,1.27,642,1.38
2018,자전거사고,2207,241,2.02,0,0,0,248,2.02
2018,야간사고,2207,1382,1.53,8,0.43,0.58,2124,1.59
2018,어린이사고,2208,60,0.6,0,0,0,73,0.58
2018,노인사고,2208,132,0.34,4,0.24,3.03,149,0.36
2018,보행자사고,2208,140,0.3,5,0.34,3.57,144,0.31
2018,자전거사고,2208,63,0.53,0,0,0,69,0.56
2018,야간사고,2208,375,0.42,9,0.48,2.4,541,0.4
2018,어린이사고,2301,29,0.29,0,0,0,35,0.28
2018,노인사고,2301,64,0.17,5,0.3,7.81,70,0.17
2018,보행자사고,2301,92,0.2,5,0.34,5.43,97,0.21
2018,자전거사고,2301,24,0.2,3,1.44,12.5,21,0.17
2018,야간사고,2301,216,0.24,4,0.21,1.85,360,0.27
2018,어린이사고,2302,10,0.1,0,0,0,11,0.09
2018,노인사고,2302,35,0.09,2,0.12,5.71,34,0.08
2018,보행자사고,2302,58,0.13,1,0.07,1.72,61,0.13
2018,자전거사고,2302,2,0.02,0,0,0,2,0.02
2018,야간사고,2302,61,0.07,0,0,0,83,0.06
2018,어린이사고,2303,47,0.47,0,0,0,55,0.44
2018,노인사고,2303,177,0.46,9,0.54,5.08,178,0.43
2018,보행자사고,2303,325,0.71,10,0.67,3.08,322,0.69
2018,자전거사고,2303,36,0.3,0,0,0,37,0.3
2018,야간사고,2303,555,0.62,9,0.48,1.62,792,0.59
2018,어린이사고,2304,49,0.49,0,0,0,55,0.44
2018,노인사고,2304,125,0.32,3,0.18,2.4,126,0.3
2018,보행자사고,2304,315,0.69,8,0.54,2.54,324,0.7
2018,자전거사고,2304,49,0.41,0,0,0,50,0.41
2018,야간사고,2304,527,0.58,8,0.43,1.52,789,0.59
2018,어린이사고,2305,80,0.8,1,2.94,1.25,94,0.75
2018,노인사고,2305,179,0.46,2,0.12,1.12,193,0.46
2018,보행자사고,2305,371,0.81,6,0.4,1.62,381,0.82
2018,자전거사고,2305,49,0.41,1,0.48,2.04,51,0.42
2018,야간사고,2305,785,0.87,7,0.38,0.89,1202,0.9
2018,어린이사고,2306,72,0.72,0,0,0,87,0.69
2018,노인사고,2306,139,0.36,6,0.36,4.32,142,0.34
2018,보행자사고,2306,302,0.66,11,0.74,3.64,298,0.64
2018,자전거사고,2306,47,0.39,0,0,0,51,0.42
2018,야간사고,2306,581,0.64,8,0.43,1.38,829,0.62
2018,어린이사고,2307,48,0.48,0,0,0,55,0.44
2018,노인사고,2307,72,0.19,6,0.36,8.33,69,0.16
2018,보행자사고,2307,150,0.33,6,0.4,4,152,0.33
2018,자전거사고,2307,46,0.39,2,0.96,4.35,45,0.37
2018,야간사고,2307,326,0.36,12,0.64,3.68,483,0.36
2018,어린이사고,2308,48,0.48,1,2.94,2.08,51,0.41
2018,노인사고,2308,100,0.26,4,0.24,4,105,0.25
2018,보행자사고,2308,209,0.46,7,0.47,3.35,210,0.45
2018,자전거사고,2308,37,0.31,0,0,0,39,0.32
2018,야간사고,2308,362,0.4,4,0.21,1.1,530,0.4
2018,어린이사고,2309,7,0.07,0,0,0,8,0.06
2018,노인사고,2309,79,0.2,4,0.24,5.06,94,0.22
2018,보행자사고,2309,47,0.1,1,0.07,2.13,48,0.1
2018,자전거사고,2309,10,0.08,0,0,0,10,0.08
2018,야간사고,2309,44,0.05,3,0.16,6.82,62,0.05
2018,어린이사고,2310,1,0.01,1,2.94,100,1,0.01
2018,노인사고,2310,5,0.01,1,0.06,20,4,0.01
2018,보행자사고,2310,5,0.01,1,0.07,20,5,0.01
2018,자전거사고,2310,1,0.01,0,0,0,1,0.01
2018,야간사고,2310,15,0.02,0,0,0,21,0.02
2018,어린이사고,2401,18,0.18,0,0,0,22,0.18
2018,노인사고,2401,127,0.33,0,0,0,146,0.35
2018,보행자사고,2401,136,0.3,1,0.07,0.74,142,0.31
2018,자전거사고,2401,28,0.23,0,0,0,30,0.24
2018,야간사고,2401,214,0.24,3,0.16,1.4,338,0.25
2018,어린이사고,2402,84,0.84,0,0,0,113,0.9
2018,노인사고,2402,248,0.64,5,0.3,2.02,268,0.64
2018,보행자사고,2402,350,0.76,9,0.61,2.57,364,0.78
2018,자전거사고,2402,56,0.47,1,0.48,1.79,56,0.46
2018,야간사고,2402,892,0.99,9,0.48,1.01,1447,1.08
2018,어린이사고,2403,141,1.41,0,0,0,173,1.38
2018,노인사고,2403,372,0.96,15,0.89,4.03,401,0.96
2018,보행자사고,2403,523,1.14,16,1.08,3.06,524,1.13
2018,자전거사고,2403,112,0.94,2,0.96,1.79,121,0.99
2018,야간사고,2403,1050,1.16,12,0.64,1.14,1692,1.26
2018,어린이사고,2404,124,1.24,0,0,0,180,1.44
2018,노인사고,2404,259,0.67,16,0.95,6.18,289,0.69
2018,보행자사고,2404,302,0.66,12,0.81,3.97,318,0.69
2018,자전거사고,2404,104,0.87,4,1.91,3.85,106,0.86
2018,야간사고,2404,909,1.01,13,0.7,1.43,1485,1.11
2018,어린이사고,2405,52,0.52,0,0,0,68,0.54
2018,노인사고,2405,131,0.34,8,0.48,6.11,141,0.34
2018,보행자사고,2405,189,0.41,8,0.54,4.23,191,0.41
2018,자전거사고,2405,37,0.31,2,0.96,5.41,35,0.29
2018,야간사고,2405,329,0.36,5,0.27,1.52,523,0.39
2018,어린이사고,2501,47,0.47,0,0,0,66,0.53
2018,노인사고,2501,279,0.72,11,0.65,3.94,313,0.75
2018,보행자사고,2501,307,0.67,13,0.87,4.23,305,0.66
2018,자전거사고,2501,88,0.74,2,0.96,2.27,91,0.74
2018,야간사고,2501,515,0.57,13,0.7,2.52,760,0.57
2018,어린이사고,2502,47,0.47,0,0,0,60,0.48
2018,노인사고,2502,234,0.61,4,0.24,1.71,255,0.61
2018,보행자사고,2502,279,0.61,7,0.47,2.51,288,0.62
2018,자전거사고,2502,65,0.54,2,0.96,3.08,64,0.52
2018,야간사고,2502,489,0.54,6,0.32,1.23,732,0.55
2018,어린이사고,2503,117,1.17,1,2.94,0.85,142,1.13
2018,노인사고,2503,290,0.75,8,0.48,2.76,308,0.74
2018,보행자사고,2503,533,1.16,12,0.81,2.25,541,1.17
2018,자전거사고,2503,120,1.01,1,0.48,0.83,121,0.99
2018,야간사고,2503,1106,1.23,14,0.75,1.27,1709,1.28
2018,어린이사고,2504,96,0.96,0,0,0,133,1.06
2018,노인사고,2504,239,0.62,5,0.3,2.09,275,0.66
2018,보행자사고,2504,236,0.51,8,0.54,3.39,237,0.51
2018,자전거사고,2504,90,0.75,1,0.48,1.11,93,0.76
2018,야간사고,2504,862,0.96,16,0.86,1.86,1362,1.02
2018,어린이사고,2505,25,0.25,0,0,0,34,0.27
2018,노인사고,2505,134,0.35,6,0.36,4.48,134,0.32
2018,보행자사고,2505,184,0.4,9,0.61,4.89,181,0.39
2018,자전거사고,2505,39,0.33,0,0,0,39,0.32
2018,야간사고,2505,354,0.39,5,0.27,1.41,513,0.38
2018,어린이사고,2601,26,0.26,0,0,0,27,0.22
2018,노인사고,2601,151,0.39,5,0.3,3.31,159,0.38
2018,보행자사고,2601,207,0.45,7,0.47,3.38,205,0.44
2018,자전거사고,2601,79,0.66,1,0.48,1.27,82,0.67
2018,야간사고,2601,334,0.37,6,0.32,1.8,492,0.37
2018,어린이사고,2602,43,0.43,0,0,0,49,0.39
2018,노인사고,2602,169,0.44,8,0.48,4.73,174,0.42
2018,보행자사고,2602,308,0.67,13,0.87,4.22,312,0.67
2018,자전거사고,2602,61,0.51,2,0.96,3.28,59,0.48
2018,야간사고,2602,597,0.66,15,0.81,2.51,860,0.64
2018,어린이사고,2603,21,0.21,0,0,0,21,0.17
2018,노인사고,2603,70,0.18,3,0.18,4.29,71,0.17
2018,보행자사고,2603,139,0.3,3,0.2,2.16,141,0.3
2018,자전거사고,2603,21,0.18,0,0,0,21,0.17
2018,야간사고,2603,226,0.25,5,0.27,2.21,295,0.22
2018,어린이사고,2604,29,0.29,0,0,0,30,0.24
2018,노인사고,2604,67,0.17,4,0.24,5.97,76,0.18
2018,보행자사고,2604,93,0.2,3,0.2,3.23,93,0.2
2018,자전거사고,2604,34,0.28,1,0.48,2.94,35,0.29
2018,야간사고,2604,289,0.32,7,0.38,2.42,432,0.32
2018,어린이사고,2605,35,0.35,0,0,0,51,0.41
2018,노인사고,2605,132,0.34,7,0.42,5.3,159,0.38
2018,보행자사고,2605,153,0.33,6,0.4,3.92,155,0.33
2018,자전거사고,2605,28,0.23,3,1.44,10.71,28,0.23
2018,야간사고,2605,299,0.33,11,0.59,3.68,431,0.32
2018,어린이사고,2701,49,0.49,0,0,0,61,0.49
2018,노인사고,2701,128,0.33,8,0.48,6.25,136,0.33
2018,보행자사고,2701,117,0.25,4,0.27,3.42,118,0.25
2018,자전거사고,2701,51,0.43,3,1.44,5.88,52,0.42
2018,야간사고,2701,326,0.36,8,0.43,2.45,474,0.35
2019,어린이사고,1101,20,0.18,0,0,0,25,0.18
2019,노인사고,1101,184,0.45,2,0.13,1.09,201,0.45
2019,보행자사고,1101,308,0.66,3,0.23,0.97,319,0.68
2019,자전거사고,1101,41,0.31,1,0.56,2.44,41,0.3
2019,야간사고,1101,480,0.53,5,0.31,1.04,672,0.5
2019,어린이사고,1102,24,0.22,0,0,0,30,0.21
2019,노인사고,1102,151,0.37,3,0.2,1.99,153,0.34
2019,보행자사고,1102,288,0.62,4,0.31,1.39,293,0.62
2019,자전거사고,1102,39,0.3,0,0,0,41,0.3
2019,야간사고,1102,465,0.51,1,0.06,0.22,682,0.51
2019,어린이사고,1103,27,0.24,0,0,0,33,0.23
2019,노인사고,1103,144,0.35,2,0.13,1.39,151,0.34
2019,보행자사고,1103,264,0.57,6,0.46,2.27,272,0.58
2019,자전거사고,1103,44,0.33,0,0,0,46,0.34
2019,야간사고,1103,580,0.64,6,0.38,1.03,810,0.6
2019,어린이사고,1104,45,0.41,0,0,0,62,0.44
2019,노인사고,1104,162,0.4,8,0.53,4.94,160,0.36
2019,보행자사고,1104,229,0.49,8,0.61,3.49,226,0.48
2019,자전거사고,1104,110,0.84,1,0.56,0.91,116,0.85
2019,야간사고,1104,443,0.49,7,0.44,1.58,590,0.44
2019,어린이사고,1105,41,0.37,0,0,0,49,0.35
2019,노인사고,1105,315,0.78,5,0.33,1.59,324,0.73
2019,보행자사고,1105,429,0.92,6,0.46,1.4,438,0.93
2019,자전거사고,1105,171,1.3,2,1.12,1.17,181,1.33
2019,야간사고,1105,614,0.67,10,0.63,1.63,812,0.6
2019,어린이사고,1106,59,0.53,0,0,0,75,0.53
2019,노인사고,1106,262,0.64,5,0.33,1.91,278,0.63
2019,보행자사고,1106,409,0.88,4,0.31,0.98,415,0.88
2019,자전거사고,1106,93,0.71,1,0.56,1.08,95,0.7
2019,야간사고,1106,633,0.7,3,0.19,0.47,854,0.63
2019,어린이사고,1107,42,0.38,0,0,0,50,0.35
2019,노인사고,1107,189,0.47,1,0.07,0.53,194,0.44
2019,보행자사고,1107,270,0.58,2,0.15,0.74,283,0.6
2019,자전거사고,1107,106,0.81,0,0,0,121,0.89
2019,야간사고,1107,368,0.4,3,0.19,0.82,522,0.39
2019,어린이사고,1108,55,0.5,0,0,0,60,0.43
2019,노인사고,1108,246,0.61,5,0.33,2.03,250,0.56
2019,보행자사고,1108,362,0.78,3,0.23,0.83,371,0.79
2019,자전거사고,1108,122,0.93,1,0.56,0.82,132,0.97
2019,야간사고,1108,467,0.51,2,0.13,0.43,625,0.46
2019,어린이사고,1109,43,0.39,0,0,0,50,0.35
2019,노인사고,1109,211,0.52,11,0.72,5.21,217,0.49
2019,보행자사고,1109,325,0.7,8,0.61,2.46,324,0.69
2019,자전거사고,1109,65,0.49,1,0.56,1.54,67,0.49
2019,야간사고,1109,469,0.52,6,0.38,1.28,624,0.46
2019,어린이사고,1110,45,0.41,0,0,0,54,0.38
2019,노인사고,1110,192,0.47,3,0.2,1.56,204,0.46
2019,보행자사고,1110,363,0.78,4,0.31,1.1,375,0.79
2019,자전거사고,1110,95,0.72,0,0,0,101,0.74
2019,야간사고,1110,718,0.79,4,0.25,0.56,1059,0.79
2019,어린이사고,1111,90,0.81,1,3.57,1.11,110,0.78
2019,노인사고,1111,276,0.68,8,0.53,2.9,283,0.64
2019,보행자사고,1111,468,1,13,1,2.78,469,0.99
2019,자전거사고,1111,148,1.12,1,0.56,0.68,155,1.14
2019,야간사고,1111,803,0.88,11,0.69,1.37,1096,0.81
2019,어린이사고,1112,81,0.73,0,0,0,94,0.67
2019,노인사고,1112,230,0.57,5,0.33,2.17,235,0.53
2019,보행자사고,1112,412,0.88,8,0.61,1.94,420,0.89
2019,자전거사고,1112,135,1.03,1,0.56,0.74,143,1.05
2019,야간사고,1112,692,0.76,7,0.44,1.01,982,0.73
2019,어린이사고,1113,74,0.67,0,0,0,92,0.65
2019,노인사고,1113,341,0.84,2,0.13,0.59,375,0.84
2019,보행자사고,1113,560,1.2,6,0.46,1.07,575,1.22
2019,자전거사고,1113,270,2.05,1,0.56,0.37,305,2.23
2019,야간사고,1113,1047,1.15,8,0.5,0.76,1561,1.16
2019,어린이사고,1114,57,0.52,0,0,0,66,0.47
2019,노인사고,1114,203,0.5,1,0.07,0.49,224,0.5
2019,보행자사고,1114,410,0.88,3,0.23,0.73,423,0.9
2019,자전거사고,1114,80,0.61,0,0,0,93,0.68
2019,야간사고,1114,587,0.64,4,0.25,0.68,851,0.63
2019,어린이사고,1115,37,0.33,0,0,0,45,0.32
2019,노인사고,1115,194,0.48,5,0.33,2.58,202,0.46
2019,보행자사고,1115,355,0.76,6,0.46,1.69,359,0.76
2019,자전거사고,1115,72,0.55,1,0.56,1.39,75,0.55
2019,야간사고,1115,651,0.71,7,0.44,1.08,841,0.62
2019,어린이사고,1116,107,0.97,0,0,0,126,0.89
2019,노인사고,1116,352,0.87,6,0.39,1.7,366,0.82
2019,보행자사고,1116,839,1.8,8,0.61,0.95,863,1.83
2019,자전거사고,1116,103,0.78,0,0,0,113,0.83
2019,야간사고,1116,1688,1.85,10,0.63,0.59,2421,1.8
2019,어린이사고,1117,69,0.62,0,0,0,87,0.62
2019,노인사고,1117,286,0.7,5,0.33,1.75,293,0.66
2019,보행자사고,1117,439,0.94,7,0.54,1.59,452,0.96
2019,자전거사고,1117,165,1.25,1,0.56,0.61,174,1.27
2019,야간사고,1117,597,0.66,7,0.44,1.17,818,0.61
2019,어린이사고,1118,136,1.23,0,0,0,159,1.13
2019,노인사고,1118,395,0.97,2,0.13,0.51,422,0.95
2019,보행자사고,1118,594,1.27,5,0.38,0.84,609,1.29
2019,자전거사고,1118,395,3,0,0,0,433,3.17
2019,야간사고,1118,1257,1.38,8,0.5,0.64,1724,1.28
2019,어린이사고,1119,69,0.62,0,0,0,89,0.63
2019,노인사고,1119,284,0.7,5,0.33,1.76,308,0.69
2019,보행자사고,1119,466,1,10,0.77,2.15,469,0.99
2019,자전거사고,1119,73,0.55,0,0,0,77,0.56
2019,야간사고,1119,983,1.08,9,0.56,0.92,1463,1.09
2019,어린이사고,1120,81,0.73,2,7.14,2.47,94,0.67
2019,노인사고,1120,237,0.58,3,0.2,1.27,247,0.56
2019,보행자사고,1120,381,0.82,7,0.54,1.84,386,0.82
2019,자전거사고,1120,137,1.04,1,0.56,0.73,138,1.01
2019,야간사고,1120,604,0.66,7,0.44,1.16,827,0.61
2019,어린이사고,1121,65,0.59,0,0,0,82,0.58
2019,노인사고,1121,276,0.68,7,0.46,2.54,295,0.66
2019,보행자사고,1121,474,1.02,7,0.54,1.48,480,1.02
2019,자전거사고,1121,161,1.22,2,1.12,1.24,170,1.25
2019,야간사고,1121,695,0.76,5,0.31,0.72,934,0.69
2019,어린이사고,1122,74,0.67,0,0,0,83,0.59
2019,노인사고,1122,297,0.73,2,0.13,0.67,311,0.7
2019,보행자사고,1122,415,0.89,6,0.46,1.45,430,0.91
2019,자전거사고,1122,196,1.49,0,0,0,204,1.49
2019,야간사고,1122,681,0.75,5,0.31,0.73,896,0.67
2019,어린이사고,1123,45,0.41,0,0,0,54,0.38
2019,노인사고,1123,128,0.31,1,0.07,0.78,133,0.3
2019,보행자사고,1123,263,0.56,3,0.23,1.14,266,0.56
2019,자전거사고,1123,99,0.75,0,0,0,103,0.75
2019,야간사고,1123,440,0.48,3,0.19,0.68,623,0.46
2019,어린이사고,1124,59,0.53,0,0,0,69,0.49
2019,노인사고,1124,217,0.53,3,0.2,1.38,226,0.51
2019,보행자사고,1124,401,0.86,2,0.15,0.5,410,0.87
2019,자전거사고,1124,105,0.8,2,1.12,1.9,110,0.81
2019,야간사고,1124,608,0.67,5,0.31,0.82,835,0.62
2019,어린이사고,1125,30,0.27,0,0,0,32,0.23
2019,노인사고,1125,140,0.34,3,0.2,2.14,148,0.33
2019,보행자사고,1125,265,0.57,5,0.38,1.89,270,0.57
2019,자전거사고,1125,66,0.5,1,0.56,1.52,75,0.55
2019,야간사고,1125,451,0.5,4,0.25,0.89,698,0.52
2019,어린이사고,1201,8,0.07,0,0,0,10,0.07
2019,노인사고,1201,59,0.15,1,0.07,1.69,61,0.14
2019,보행자사고,1201,100,0.21,1,0.08,1,103,0.22
2019,자전거사고,1201,2,0.02,0,0,0,2,0.01
2019,야간사고,1201,110,0.12,1,0.06,0.91,148,0.11
2019,어린이사고,1202,19,0.17,0,0,0,22,0.16
2019,노인사고,1202,122,0.3,1,0.07,0.82,129,0.29
2019,보행자사고,1202,138,0.3,1,0.08,0.72,141,0.3
2019,자전거사고,1202,6,0.05,0,0,0,6,0.04
2019,야간사고,1202,180,0.2,2,0.13,1.11,270,0.2
2019,어린이사고,1203,14,0.13,0,0,0,17,0.12
2019,노인사고,1203,112,0.28,1,0.07,0.89,120,0.27
2019,보행자사고,1203,143,0.31,2,0.15,1.4,144,0.31
2019,자전거사고,1203,13,0.1,0,0,0,13,0.1
2019,야간사고,1203,215,0.24,0,0,0,319,0.24
2019,어린이사고,1204,7,0.06,0,0,0,8,0.06
2019,노인사고,1204,92,0.23,2,0.13,2.17,96,0.22
2019,보행자사고,1204,117,0.25,3,0.23,2.56,117,0.25
2019,자전거사고,1204,6,0.05,0,0,0,6,0.04
2019,야간사고,1204,123,0.14,2,0.13,1.63,172,0.13
2019,어린이사고,1205,52,0.47,0,0,0,57,0.4
2019,노인사고,1205,305,0.75,5,0.33,1.64,323,0.73
2019,보행자사고,1205,547,1.17,11,0.84,2.01,564,1.19
2019,자전거사고,1205,39,0.3,1,0.56,2.56,38,0.28
2019,야간사고,1205,777,0.85,10,0.63,1.29,1081,0.8
2019,어린이사고,1206,49,0.44,0,0,0,54,0.38
2019,노인사고,1206,213,0.52,1,0.07,0.47,223,0.5
2019,보행자사고,1206,314,0.67,3,0.23,0.96,314,0.67
2019,자전거사고,1206,61,0.46,0,0,0,66,0.48
2019,야간사고,1206,449,0.49,5,0.31,1.11,626,0.46
2019,어린이사고,1207,32,0.29,0,0,0,36,0.26
2019,노인사고,1207,168,0.41,4,0.26,2.38,177,0.4
2019,보행자사고,1207,269,0.58,3,0.23,1.12,272,0.58
2019,자전거사고,1207,47,0.36,1,0.56,2.13,47,0.34
2019,야간사고,1207,365,0.4,0,0,0,497,0.37
2019,어린이사고,1208,27,0.24,0,0,0,33,0.23
2019,노인사고,1208,110,0.27,4,0.26,3.64,119,0.27
2019,보행자사고,1208,202,0.43,4,0.31,1.98,206,0.44
2019,자전거사고,1208,16,0.12,0,0,0,16,0.12
2019,야간사고,1208,307,0.34,3,0.19,0.98,432,0.32
2019,어린이사고,1209,50,0.45,0,0,0,55,0.39
2019,노인사고,1209,176,0.43,8,0.53,4.55,184,0.41
2019,보행자사고,1209,279,0.6,9,0.69,3.23,281,0.6
2019,자전거사고,1209,29,0.22,0,0,0,29,0.21
2019,야간사고,1209,473,0.52,8,0.5,1.69,646,0.48
2019,어린이사고,1210,40,0.36,1,3.57,2.5,62,0.44
2019,노인사고,1210,192,0.47,6,0.39,3.13,201,0.45
2019,보행자사고,1210,280,0.6,9,0.69,3.21,278,0.59
2019,자전거사고,1210,26,0.2,0,0,0,26,0.19
2019,야간사고,1210,472,0.52,6,0.38,1.27,665,0.49
