일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),일 최심적설(cm),평균 지면온도(°C)
2012/11/27,1.8,-4.2,6.8,,3.0,1.1,52.9,,0.2
2012/11/28,5.6,2.4,9.9,5.0,7.1,2.6,68.5,,3.4
2012/11/29,1.5,-2.5,5.6,,3.8,1.6,48.6,,0.9
2012/11/30,1.9,-2.2,7.2,0.0,5.1,1.3,64.8,,1.1
2012/12/01,-0.2,-5.3,4.8,,5.8,1.5,56.4,,-0.5
2012/12/02,2.9,-1.0,7.4,,4.0,1.4,65.1,,1.6
2012/12/03,1.8,-1.5,6.0,7.5,7.7,2.4,80.6,,0.7
2012/12/04,-1.8,-4.4,1.8,,6.2,2.3,58.0,,-0.7
2012/12/05,-2.1,-5.4,1.5,10.7,6.8,2.7,73.4,10.5,0.0
2012/12/06,-6.3,-10.2,-2.8,0.6,5.7,1.7,68.3,10.0,0.2
2012/12/07,-3.5,-7.5,-1.0,1.7,5.5,2.6,87.1,11.0,0.3
2012/12/08,-6.9,-9.8,-3.7,,5.3,1.9,55.0,11.0,0.6
2012/12/09,-9.5,-13.6,-5.5,,6.5,2.0,57.1,8.2,0.5
2012/12/10,-8.2,-14.1,-2.1,,3.2,1.0,65.1,7.2,0.3
2012/12/11,-7.0,-13.9,0.4,,2.6,0.6,73.4,6.4,0.1
2012/12/12,-6.8,-13.1,0.8,,2.5,0.6,77.6,5.8,-0.2
2012/12/13,-2.7,-10.1,3.7,,2.8,0.9,73.8,5.6,-0.2
2012/12/14,2.7,-0.7,4.7,17.0,6.1,1.9,88.1,5.1,0.1
2012/12/15,3.7,-0.2,9.6,0.5,2.7,0.7,94.1,1.5,1.3
2012/12/16,0.6,-3.3,4.4,,3.2,0.8,90.3,,0.0
2012/12/17,-0.4,-3.8,4.0,,5.1,1.8,79.8,,0.0
2012/12/18,-5.8,-8.1,-3.1,,4.0,2.4,58.9,,-2.6
2012/12/19,-6.5,-10.2,-2.2,,2.9,1.1,58.6,,-3.3
2012/12/20,-3.6,-9.6,2.1,,3.8,0.9,67.4,,-2.4
2012/12/21,0.0,-1.4,2.0,3.3,4.8,1.2,76.5,3.0,-0.7
2012/12/22,-2.5,-4.8,0.5,,3.5,1.9,77.0,1.4,-1.6
2012/12/23,-7.6,-11.3,-4.8,0.0,6.7,3.3,61.5,0.8,-3.5
2012/12/24,-8.1,-13.5,-2.6,0.0,2.4,1.0,60.4,0.7,-3.9
2012/12/25,-8.1,-13.1,-4.4,1.1,5.7,2.6,56.6,3.6,-1.5
2012/12/26,-10.6,-14.4,-5.4,,2.7,1.2,48.6,2.3,-3.3
2012/12/27,-6.0,-13.8,0.4,,2.3,0.6,63.1,1.2,-2.7
2012/12/28,-1.1,-3.4,2.0,0.0,3.0,0.6,70.9,0.7,-0.8
2012/12/29,-0.7,-5.0,1.8,3.6,2.6,0.6,92.9,3.7,-0.8
2012/12/30,-7.0,-9.5,0.0,1.2,4.7,2.6,63.3,5.0,-0.4
2012/12/31,-8.5,-13.9,-3.3,,4.1,1.2,64.3,4.0,-4.6
2013/01/01,-3.4,-8.9,2.0,5.1,4.7,1.9,81.1,9.7,-1.6
2013/01/02,-10.4,-13.8,-3.4,,6.4,2.8,54.6,9.7,-2.5
2013/01/03,-12.3,-16.1,-7.6,,4.5,2.1,51.4,8.0,-5.8
2013/01/04,-11.8,-18.1,-3.7,,2.4,0.8,66.0,6.9,-5.8
2013/01/05,-7.6,-15.8,0.9,,2.9,0.8,78.1,6.0,-4.5
2013/01/06,-6.6,-11.3,-0.1,,3.8,0.9,72.4,5.5,-4.2
2013/01/07,-6.0,-11.8,1.1,,3.0,0.7,74.5,5.2,-3.5
2013/01/08,-4.9,-9.6,0.7,,3.0,1.1,67.1,4.9,-3.5
2013/01/09,-7.8,-10.1,-5.2,,3.9,1.7,49.9,4.6,-5.0
2013/01/10,-8.4,-14.5,-2.0,,4.2,1.0,56.1,4.3,-5.6
2013/01/11,-3.8,-11.0,1.9,,3.3,1.2,65.5,4.0,-2.9
2013/01/12,-0.5,-4.7,5.5,0.5,3.7,1.0,81.1,4.6,-1.2
2013/01/13,-1.4,-5.9,5.1,,2.0,0.4,82.4,3.5,-1.7
2013/01/14,-3.0,-8.2,3.3,,4.0,1.2,77.1,3.2,-3.2
2013/01/15,-3.1,-8.8,2.4,,2.6,0.7,74.6,3.0,-3.1
2013/01/16,-2.1,-5.6,1.0,0.3,3.6,1.2,80.5,3.1,-1.3
2013/01/17,-5.4,-8.3,-1.4,,3.1,1.5,73.1,2.6,-3.3
2013/01/18,-4.9,-12.1,1.0,,3.0,1.1,69.4,2.5,-3.7
2013/01/19,-0.4,-4.8,5.5,,3.3,0.7,74.6,2.4,-1.1
2013/01/20,1.3,-4.5,4.8,,4.4,1.6,72.9,1.9,-1.1
2013/01/21,3.1,2.0,4.5,16.5,4.1,2.3,93.5,0.7,0.3
2013/01/22,3.6,1.9,5.6,0.1,1.8,0.5,92.5,,0.5
2013/01/23,2.2,0.8,3.5,0.5,3.3,1.7,90.5,,0.7
2013/01/24,-0.5,-5.2,3.5,0.1,6.8,2.6,72.0,,0.3
2013/01/25,-7.8,-9.3,-4.8,,5.4,3.1,52.9,,-2.1
2013/01/26,-8.2,-11.0,-5.1,,5.1,2.5,48.0,,-4.4
2013/01/27,-6.7,-11.8,-2.3,,4.8,1.6,61.0,,-4.3
2013/01/28,-3.3,-10.9,1.0,,2.8,1.2,72.3,,-3.0
2013/01/29,3.2,-0.8,7.1,0.0,2.6,1.1,74.8,,-0.2
2013/01/30,5.1,1.7,10.5,,3.3,0.5,77.9,,0.9
2013/01/31,7.6,0.0,13.7,,4.6,1.4,69.6,,1.9
2013/02/01,7.0,3.2,10.1,34.0,4.5,2.3,95.5,,2.5
2013/02/02,-0.6,-3.3,3.3,,5.1,2.6,65.5,,1.3
2013/02/03,-2.0,-5.1,0.6,2.5,3.8,1.5,62.3,2.4,-0.8
2013/02/04,-0.2,-4.6,3.6,6.4,5.2,1.8,85.5,9.8,0.0
2013/02/05,-0.5,-5.8,3.5,6.8,3.0,1.0,88.8,3.1,-0.3
2013/02/06,-1.0,-2.0,1.0,2.4,4.1,2.0,84.0,4.8,0.1
2013/02/07,-9.8,-13.3,-1.6,0.1,6.6,4.1,49.9,4.4,-0.6
2013/02/08,-11.0,-14.8,-5.6,,4.8,1.9,50.3,4.2,-2.8
2013/02/09,-7.6,-13.8,-1.7,,2.8,1.0,67.0,4.0,-3.3
2013/02/10,-3.6,-7.8,1.2,0.6,4.9,1.8,68.0,4.7,-1.7
2013/02/11,-5.2,-11.2,0.4,,3.8,1.3,53.3,2.7,-2.7
2013/02/12,-3.5,-5.7,-0.7,,3.8,1.3,69.3,2.0,-1.7
2013/02/13,-2.4,-7.9,3.5,0.0,3.4,0.9,75.3,1.8,-1.1
2013/02/14,1.0,-4.6,6.0,,3.5,1.1,71.0,0.6,0.3
2013/02/15,-0.3,-4.6,3.0,,6.2,2.7,52.1,,0.8
2013/02/16,-2.7,-8.5,2.8,,3.2,1.2,50.5,,-0.3
2013/02/17,2.8,-2.5,7.5,0.0,3.2,1.4,49.0,,0.5
2013/02/18,1.7,-2.0,4.4,,4.7,2.8,54.5,,1.3
2013/02/19,-2.1,-5.5,1.7,,7.1,3.6,40.4,,0.6
2013/02/20,-4.1,-8.3,0.5,,4.1,1.9,44.9,,0.3
2013/02/21,-2.0,-6.4,2.9,0.0,4.8,1.3,69.8,,1.4
2013/02/22,1.1,-4.2,5.7,0.6,5.5,2.4,63.6,0.9,2.0
2013/02/23,-0.6,-5.8,2.7,,5.8,2.1,56.1,,1.6
2013/02/24,0.7,-4.3,5.7,,3.6,1.0,64.4,,1.2
2013/02/25,2.5,-3.4,9.2,,2.5,0.6,58.5,,2.8
2013/02/26,4.8,-0.1,8.0,0.0,2.4,0.9,67.1,,2.3
2013/02/27,2.8,-0.9,7.7,,4.0,1.8,86.0,,4.1
2013/02/28,6.6,-3.8,15.2,0.0,3.9,1.3,64.3,,5.5
2013/03/01,1.4,-1.8,8.0,6.5,6.6,3.5,68.0,,4.2
2013/03/02,-0.5,-3.7,2.9,,5.4,2.8,54.6,,3.3
2013/03/03,-0.2,-4.8,4.6,,4.1,1.5,67.0,,4.6
2013/03/04,2.2,-2.3,8.9,,4.8,1.6,75.5,,4.2
2013/03/05,2.7,-3.0,10.3,,3.9,1.3,74.6,,5.4
2013/03/06,6.8,-1.7,15.1,,3.0,1.0,60.3,,6.1
2013/03/07,7.5,3.9,11.2,1.0,4.7,1.5,85.3,,7.8
2013/03/08,7.9,2.8,14.5,,4.7,1.7,79.3,,9.9
2013/03/09,12.8,1.9,25.0,,6.2,2.3,67.8,,13.1
2013/03/10,2.1,-0.8,7.9,,5.7,3.8,43.5,,6.7
2013/03/11,3.1,-4.2,12.8,,4.0,1.2,51.8,,5.3
2013/03/12,6.8,-1.7,12.9,5.0,3.4,0.7,76.9,,4.0
2013/03/13,5.7,1.4,9.0,14.5,7.5,3.0,72.6,,7.4
2013/03/14,4.1,-0.3,9.1,,3.7,1.7,63.6,,4.9
2013/03/15,3.8,-2.5,10.8,,4.4,1.2,65.5,,5.0
2013/03/16,5.2,-0.9,12.2,,3.4,1.1,72.4,,6.2
2013/03/17,7.5,0.4,17.0,17.5,5.2,1.4,72.6,,7.3
2013/03/18,8.2,5.5,12.7,2.5,7.3,1.9,85.0,,10.6
2013/03/19,8.3,4.6,11.3,0.0,2.5,1.1,77.1,,8.8
2013/03/20,3.4,-1.9,9.3,0.2,7.2,3.5,68.8,,6.9
2013/03/21,1.4,-3.7,6.8,,4.5,1.5,50.0,,4.5
2013/03/22,3.5,-0.5,7.1,0.0,3.7,1.3,76.3,,4.5
2013/03/23,4.7,-2.7,12.9,,3.5,1.4,55.4,,6.3
2013/03/24,4.7,-0.2,9.5,,5.4,2.2,63.9,,7.6
2013/03/25,3.2,-0.1,7.0,,6.1,3.0,51.5,,5.5
2013/03/26,3.7,-2.4,10.0,,3.1,1.2,57.3,,5.8
2013/03/27,6.2,-2.5,15.5,,3.9,1.3,53.4,,7.8
2013/03/28,6.5,1.3,12.3,,4.1,1.4,57.9,,6.5
2013/03/29,5.7,1.0,11.4,,6.7,2.8,45.6,,8.2
2013/03/30,4.7,1.6,10.0,1.0,4.1,1.3,58.8,,6.2
2013/03/31,5.6,-0.3,12.5,0.0,3.2,1.4,64.1,,9.0
2013/04/01,9.1,0.2,15.9,,3.8,1.1,58.6,,9.8
2013/04/02,6.9,4.8,10.5,6.5,4.0,1.7,93.3,,7.4
2013/04/03,7.3,3.1,14.1,,3.5,1.5,72.5,,9.9
2013/04/04,11.4,3.5,19.8,,3.8,0.9,61.3,,11.9
2013/04/05,14.0,6.2,21.4,,4.0,1.3,57.6,,13.3
2013/04/06,7.9,3.6,13.1,15.0,4.4,2.3,91.4,,9.3
2013/04/07,4.5,2.3,8.6,0.5,6.5,3.2,71.6,,8.9
2013/04/08,7.5,0.4,14.2,0.5,5.6,2.6,65.3,,8.6
2013/04/09,6.9,3.9,10.3,,8.6,4.3,56.9,,8.9
2013/04/10,5.6,-0.1,9.7,0.0,7.2,2.9,59.1,,9.0
2013/04/11,6.5,3.7,10.5,,7.4,4.0,59.1,,8.8
2013/04/12,6.3,0.1,11.6,,6.3,1.8,58.0,,9.3
2013/04/13,11.7,1.5,19.3,,6.5,2.5,49.4,,11.3
2013/04/14,8.6,4.6,14.1,1.0,6.9,3.6,55.1,,11.7
2013/04/15,6.9,1.4,11.5,,3.3,1.5,47.8,,7.0
2013/04/16,14.0,6.2,21.7,,7.8,2.5,64.9,,13.1
2013/04/17,14.3,10.6,18.5,,5.1,2.4,74.9,,16.1
2013/04/18,11.9,9.4,16.3,,6.6,2.9,53.5,,13.4
2013/04/19,9.9,6.2,15.2,,5.1,2.4,43.1,,14.7
2013/04/20,5.8,3.9,8.8,13.0,2.8,1.2,86.6,,7.9
2013/04/21,8.6,3.4,15.0,,5.4,1.9,71.6,,12.9
2013/04/22,11.0,3.8,18.0,,3.8,1.5,59.1,,15.5
2013/04/23,10.6,8.9,13.6,8.5,4.1,1.8,78.9,,11.4
2013/04/24,11.9,7.8,16.9,1.0,5.1,2.5,78.0,,17.4
2013/04/25,8.9,7.1,13.9,5.0,5.6,2.2,90.3,,12.7
2013/04/26,10.8,5.6,16.4,,5.9,2.5,70.3,,14.8
2013/04/27,11.6,5.3,18.4,,5.1,1.7,67.3,,14.1
2013/04/28,16.4,8.9,22.4,,4.9,2.5,62.9,,14.6
2013/04/29,13.4,7.5,17.2,18.5,6.8,2.9,78.4,,15.6
2013/04/30,12.1,5.8,19.1,,5.1,2.0,66.9,,15.3
2013/05/01,13.0,8.6,18.6,,5.2,2.1,63.8,,15.9
2013/05/02,12.8,7.1,18.5,0.0,4.6,1.8,70.5,,15.9
2013/05/03,11.8,7.2,18.5,,4.2,1.6,74.3,,14.1
2013/05/04,12.9,8.3,19.2,,5.0,1.7,70.6,,15.5
2013/05/05,13.2,7.1,21.0,,4.6,1.7,66.8,,15.3
2013/05/06,14.1,6.8,21.0,,4.6,1.5,62.8,,16.5
2013/05/07,17.4,9.1,26.9,,4.7,1.4,57.1,,18.2
2013/05/08,18.1,9.3,26.9,,4.2,1.2,53.5,,19.0
2013/05/09,17.2,11.9,23.2,4.5,4.0,1.2,72.4,,17.4
2013/05/10,13.8,11.4,16.2,22.0,4.2,2.2,96.4,,15.6
2013/05/11,17.5,11.4,25.5,,5.0,2.2,69.3,,18.5
2013/05/12,19.2,15.6,23.5,,5.7,2.5,71.8,,19.3
2013/05/13,21.0,14.8,27.7,,4.3,1.5,60.5,,20.8
2013/05/14,19.7,14.1,26.4,,3.6,1.4,60.6,,19.9
2013/05/15,18.2,15.0,23.8,0.0,4.6,1.9,73.8,,21.7
2013/05/16,22.0,14.5,29.2,,5.0,2.9,46.1,,23.4
2013/05/17,19.4,13.4,26.1,,5.3,2.6,52.3,,23.7
2013/05/18,17.3,13.2,23.2,11.5,4.1,1.6,73.3,,20.5
2013/05/19,16.2,14.0,20.3,24.5,5.1,2.2,88.4,,17.6
2013/05/20,13.8,10.8,19.0,0.0,3.9,1.6,90.4,,16.3
2013/05/21,17.3,9.3,24.6,,3.3,1.3,65.5,,20.7
2013/05/22,18.6,12.3,26.3,,3.3,1.1,69.3,,19.5
2013/05/23,20.3,12.8,29.1,,3.8,1.1,75.4,,22.9
2013/05/24,19.1,13.3,26.1,,3.9,1.4,77.5,,21.5
2013/05/25,23.3,16.1,31.1,,3.3,1.0,63.9,,24.7
2013/05/26,23.4,19.2,29.0,,4.3,1.3,59.1,,24.1
2013/05/27,19.8,18.0,22.4,50.5,6.6,3.2,87.4,,19.5
2013/05/28,19.3,17.4,22.3,14.5,4.8,2.1,93.1,,19.9
2013/05/29,15.7,13.7,17.7,1.5,3.6,1.4,96.5,,17.0
2013/05/30,18.8,13.9,24.5,,3.8,1.6,70.3,,20.7
2013/05/31,20.3,11.9,28.3,,4.0,1.1,60.8,,21.4
2013/06/01,20.2,16.0,26.2,,4.2,1.4,65.1,,20.9
2013/06/02,20.9,13.2,29.5,,3.8,1.3,69.1,,22.5
2013/06/03,20.0,16.0,26.3,,5.6,1.6,76.4,,22.4
2013/06/04,22.6,15.3,29.1,0.0,3.7,1.3,65.5,,22.7
2013/06/05,23.6,17.4,30.2,,4.2,1.2,66.3,,24.4
2013/06/06,23.8,19.2,29.2,,3.2,1.1,66.1,,25.0
2013/06/07,24.6,18.3,30.6,,3.7,1.4,63.8,,26.1
2013/06/08,24.5,19.2,30.1,,3.5,1.0,68.5,,24.4
2013/06/09,26.0,19.2,32.0,,4.9,2.2,54.5,,26.9
2013/06/10,26.6,20.2,31.9,,4.5,2.1,51.5,,27.3
2013/06/11,23.8,20.6,27.7,4.0,5.2,3.1,66.8,,23.7
2013/06/12,20.3,18.6,23.6,3.5,3.8,1.8,90.5,,22.1
2013/06/13,22.3,18.8,26.5,,2.9,1.3,78.9,,24.1
2013/06/14,23.9,19.5,29.3,,4.1,1.6,70.5,,26.2
2013/06/15,23.6,19.4,28.4,0.5,5.0,1.8,71.9,,27.8
2013/06/16,22.0,18.1,26.9,,4.1,1.8,79.4,,26.0
2013/06/17,22.9,19.2,27.2,0.0,3.3,1.3,80.4,,24.3
2013/06/18,21.7,21.0,23.2,59.5,2.8,0.9,98.3,,22.3
2013/06/19,23.9,20.4,29.1,0.5,2.8,1.2,83.0,,25.6
2013/06/20,24.8,18.7,31.1,,4.2,1.2,71.9,,26.1
2013/06/21,25.3,20.9,30.4,,3.1,1.2,71.1,,26.6
2013/06/22,24.1,21.7,29.1,,3.7,1.7,77.3,,25.6
2013/06/23,21.7,19.7,24.7,0.2,4.1,1.7,80.5,,23.0
2013/06/24,22.7,18.7,28.2,,4.4,1.4,77.6,,25.8
2013/06/25,24.0,19.7,30.0,0.1,3.9,1.3,73.5,,25.6
2013/06/26,23.6,20.0,29.8,0.3,4.2,1.7,75.1,,26.3
2013/06/27,24.0,19.7,30.7,,4.6,1.8,76.9,,27.7
2013/06/28,24.9,21.0,30.6,1.0,4.5,1.6,73.1,,27.1
2013/06/29,25.7,19.8,31.5,,4.0,1.2,70.9,,28.3
2013/06/30,26.8,21.6,32.1,,3.3,1.4,70.8,,29.0
2013/07/01,26.0,21.7,30.9,,3.5,1.5,70.9,,28.8
2013/07/02,24.8,21.7,28.9,18.5,6.7,3.5,87.5,,24.1
2013/07/03,25.2,19.6,31.0,0.0,4.5,2.0,80.1,,28.1
2013/07/04,24.8,23.3,27.3,2.0,4.2,1.9,93.0,,25.0
2013/07/05,25.0,21.9,30.5,0.5,4.1,1.7,83.4,,26.6
2013/07/06,24.3,20.8,29.3,,3.2,1.6,84.8,,27.7
2013/07/07,24.5,21.5,29.2,9.5,4.1,1.1,91.5,,24.9
2013/07/08,24.7,23.4,26.2,49.0,6.7,2.5,97.0,,25.0
2013/07/09,25.3,23.9,28.5,0.5,4.6,1.6,91.8,,25.9
2013/07/10,25.8,24.5,27.2,11.0,3.3,1.6,89.1,,25.6
2013/07/11,25.2,24.3,26.4,4.5,5.0,1.7,90.3,,24.8
2013/07/12,24.1,23.7,24.7,16.5,4.6,2.3,92.6,,23.8
2013/07/13,24.9,23.5,27.1,79.0,2.8,1.0,97.1,,24.8
2013/07/14,24.4,22.5,27.2,23.5,5.5,2.1,95.8,,24.6
2013/07/15,26.4,23.1,30.3,13.0,4.4,1.5,85.8,,26.4
2013/07/16,27.4,25.3,30.3,0.4,7.8,3.8,69.3,,26.3
2013/07/17,24.3,23.8,26.5,28.5,6.5,1.7,92.3,,24.7
2013/07/18,25.7,23.7,29.9,5.0,3.7,1.0,84.0,,26.2
2013/07/19,26.7,22.6,30.9,,6.0,1.7,75.5,,27.1
2013/07/20,27.0,23.3,31.1,0.1,5.3,2.2,74.9,,26.7
2013/07/21,27.1,25.5,30.4,2.0,5.8,2.2,79.9,,27.7
2013/07/22,27.1,24.2,30.8,35.0,4.0,2.2,79.8,,26.5
2013/07/23,25.5,24.6,27.5,55.0,4.5,2.3,89.3,,25.7
2013/07/24,24.8,22.3,27.8,10.5,6.4,2.8,82.3,,25.5
2013/07/25,26.1,22.1,30.7,0.0,4.6,2.0,74.8,,28.0
2013/07/26,26.0,23.1,30.2,,4.2,1.8,73.9,,28.2
2013/07/27,25.4,22.2,30.7,0.4,3.6,1.2,76.1,,27.0
2013/07/28,25.2,23.1,27.0,17.0,3.8,1.7,87.1,,25.1
2013/07/29,25.8,23.7,28.3,7.0,3.3,1.8,85.0,,27.8
2013/07/30,25.5,22.5,30.6,9.0,3.7,1.5,78.9,,26.6
2013/07/31,26.2,24.3,30.1,8.5,4.6,2.1,78.0,,29.0
2013/08/01,27.8,22.8,33.1,,3.0,1.0,72.8,,29.3
2013/08/02,28.2,25.8,32.6,0.8,3.4,1.5,82.9,,29.1
2013/08/03,28.6,25.7,33.9,0.3,4.9,2.1,81.4,,29.7
2013/08/04,28.0,25.2,32.0,14.3,4.3,1.7,87.1,,29.5
2013/08/05,27.9,25.6,32.1,8.2,5.5,2.3,87.8,,29.0
2013/08/06,25.9,23.1,28.3,32.9,5.8,1.8,92.5,,26.3
2013/08/07,28.7,24.4,33.2,,3.3,1.4,82.6,,29.1
2013/08/08,29.3,26.3,34.6,,4.1,2.0,83.0,,29.9
2013/08/09,29.3,26.7,32.2,,4.2,1.9,87.6,,28.8
2013/08/10,26.6,23.6,30.8,49.8,6.4,1.5,94.3,,27.6
2013/08/11,28.7,23.7,34.3,,3.3,1.4,83.1,,29.8
2013/08/12,28.8,25.3,33.9,,3.5,1.8,81.8,,30.5
2013/08/13,28.6,24.8,33.6,,3.4,1.7,80.4,,30.0
2013/08/14,28.3,24.7,33.5,,3.7,1.6,78.3,,29.6
2013/08/15,28.5,25.0,33.3,0.0,4.7,2.0,83.3,,29.5
2013/08/16,28.6,25.6,33.1,0.0,4.5,2.0,80.8,,29.7
2013/08/17,28.2,25.3,33.0,,4.6,2.1,81.0,,29.7
2013/08/18,28.6,25.4,32.9,,4.5,2.1,81.6,,29.9
2013/08/19,27.7,23.0,32.9,0.3,4.1,1.8,80.4,,30.3
2013/08/20,26.8,21.9,33.3,,3.9,1.3,77.4,,29.5
2013/08/21,28.8,23.8,34.4,,3.8,1.9,65.3,,31.0
2013/08/22,29.3,25.1,34.7,0.0,3.6,1.6,71.8,,32.1
2013/08/23,25.0,23.1,27.6,30.0,3.8,1.3,92.5,,26.6
2013/08/24,26.1,21.5,32.6,,4.1,1.4,75.0,,27.7
2013/08/25,26.3,20.9,32.2,,3.9,1.1,69.1,,27.5
2013/08/26,26.5,22.8,32.1,,4.7,1.8,66.6,,27.2
2013/08/27,25.4,21.3,30.4,,4.4,1.8,76.6,,26.3
2013/08/28,26.0,22.2,31.3,,4.4,1.6,74.4,,26.6
2013/08/29,24.8,22.7,26.7,20.4,6.7,2.4,92.8,,24.6
2013/08/30,24.2,20.6,28.7,,4.5,1.9,81.6,,26.2
2013/08/31,23.3,19.6,28.7,0.0,4.1,1.6,77.1,,24.1
2013/09/01,23.2,18.5,29.1,,4.1,1.3,68.6,,24.5
2013/09/02,22.7,16.6,28.2,,4.2,1.7,57.8,,22.7
2013/09/03,22.4,17.1,28.4,,4.4,2.1,51.8,,22.5
2013/09/04,22.2,15.3,28.0,,3.9,1.8,55.6,,22.8
2013/09/05,21.6,18.1,24.7,,4.4,2.3,61.5,,21.5
2013/09/06,20.9,19.0,23.3,0.0,4.3,2.3,69.3,,21.3
2013/09/07,21.9,17.3,27.7,,3.7,1.3,71.8,,23.2
2013/09/08,22.2,17.0,29.0,,3.6,1.3,75.3,,23.5
2013/09/09,22.9,18.8,28.3,,3.7,1.3,74.1,,24.2
2013/09/10,21.6,18.8,25.5,15.2,3.4,1.3,83.0,,22.4
2013/09/11,21.2,18.8,24.2,40.2,3.5,1.6,94.5,,22.2
2013/09/12,23.2,21.3,27.0,0.3,2.6,1.1,87.4,,23.9
2013/09/13,23.0,20.5,25.3,58.1,5.6,1.8,96.0,,23.2
2013/09/14,22.5,20.7,25.5,35.8,6.8,1.5,91.5,,23.5
2013/09/15,23.4,19.0,29.2,,4.6,1.6,68.1,,24.0
2013/09/16,21.0,15.5,28.6,,4.6,1.7,58.6,,21.1
2013/09/17,22.3,15.6,30.2,,2.5,0.9,65.8,,22.3
2013/09/18,24.1,16.7,31.2,,3.1,0.8,68.0,,23.5
2013/09/19,24.0,19.6,29.6,,4.5,2.4,66.8,,23.7
2013/09/20,22.8,18.3,29.0,,3.5,1.4,80.8,,23.6
2013/09/21,23.4,18.1,28.7,,3.6,1.2,75.9,,22.8
2013/09/22,23.3,20.3,27.1,,7.1,3.7,61.4,,22.8
2013/09/23,23.2,18.6,28.8,,4.9,2.2,64.9,,23.4
2013/09/24,21.2,19.7,22.6,4.2,3.3,1.7,93.0,,22.2
2013/09/25,20.1,16.0,25.2,,5.5,2.6,61.0,,21.7
2013/09/26,17.4,11.4,24.0,,3.9,1.8,50.5,,18.1
2013/09/27,17.9,10.4,24.4,,3.0,1.1,65.5,,18.5
2013/09/28,17.5,15.6,20.2,2.8,3.8,1.7,73.4,,17.8
2013/09/29,17.7,15.4,19.6,17.7,3.5,1.6,94.8,,18.5
2013/09/30,20.9,17.1,26.2,9.3,3.6,1.5,80.4,,21.1
2013/10/01,21.6,17.3,28.1,,3.9,1.8,75.9,,22.1
2013/10/02,19.5,14.1,23.6,0.0,5.3,2.3,67.1,,20.4
2013/10/03,16.3,11.7,22.1,,4.9,2.0,55.8,,16.6
2013/10/04,17.1,10.3,26.2,,2.8,0.9,69.3,,17.7
2013/10/05,19.7,11.2,28.1,,3.6,1.6,60.1,,18.5
2013/10/06,21.7,16.3,26.6,,4.7,3.0,60.4,,19.0
2013/10/07,22.8,19.6,28.6,,3.7,1.6,73.0,,21.5
2013/10/08,20.5,19.0,22.3,4.1,5.5,1.6,90.1,,20.7
2013/10/09,20.6,15.5,27.2,,3.0,1.3,73.3,,20.8
2013/10/10,20.8,14.9,26.2,,3.6,1.2,80.4,,19.7
2013/10/11,18.4,12.2,21.7,0.0,7.8,3.8,64.5,,18.9
2013/10/12,15.8,9.1,22.4,,5.0,1.7,63.6,,15.9
2013/10/13,16.5,10.7,23.3,,2.6,0.9,71.9,,16.8
2013/10/14,18.2,12.0,24.7,,3.7,1.5,73.1,,17.6
2013/10/15,13.1,10.1,16.7,1.1,4.7,2.5,77.6,,14.3
2013/10/16,11.6,6.7,17.9,,4.2,1.8,60.0,,12.8
2013/10/17,11.9,6.1,19.3,,2.8,1.0,70.3,,13.1
2013/10/18,13.3,7.3,20.7,,3.4,1.1,68.0,,13.8
2013/10/19,14.6,9.2,20.0,,4.5,1.6,69.5,,13.9
2013/10/20,16.4,11.0,22.8,,3.4,1.5,70.0,,15.1
2013/10/21,16.1,10.5,22.1,,3.8,1.6,63.6,,15.7
2013/10/22,16.6,11.4,22.7,,5.1,2.9,52.0,,15.3
2013/10/23,16.3,11.9,22.6,,3.7,1.9,59.1,,14.4
2013/10/24,13.5,8.6,19.5,,4.9,2.1,61.5,,13.2
2013/10/25,9.9,5.3,15.4,,4.2,2.7,49.3,,10.0
2013/10/26,9.3,3.6,16.2,,4.2,1.2,66.6,,9.8
2013/10/27,10.4,3.9,18.8,,3.5,1.1,73.5,,9.8
2013/10/28,10.4,5.2,17.5,,2.8,0.6,79.6,,10.1
2013/10/29,12.2,7.4,18.0,0.2,3.6,1.4,81.8,,12.0
2013/10/30,10.4,5.2,16.3,,3.4,1.4,70.6,,10.8
2013/10/31,11.3,4.9,20.1,,3.0,0.8,72.8,,10.5
2013/11/01,14.3,7.4,21.8,,2.8,0.8,66.9,,12.7
2013/11/02,11.4,7.6,14.7,5.8,3.4,0.9,89.4,,11.8
2013/11/03,11.3,6.5,16.8,0.0,3.5,1.1,89.3,,11.7
2013/11/04,11.8,7.5,18.1,,2.9,1.0,84.3,,11.7
2013/11/05,11.5,5.9,19.0,,2.6,0.9,78.6,,10.7
2013/11/06,11.3,8.0,14.6,1.0,2.6,0.9,89.3,,10.7
2013/11/07,12.3,8.0,16.2,1.6,5.5,2.7,64.8,,11.4
2013/11/08,8.6,2.4,13.2,,2.8,1.1,54.8,,7.5
2013/11/09,12.0,9.1,16.6,3.3,4.5,1.9,68.8,,10.8
2013/11/10,6.5,2.7,10.9,0.1,6.1,3.4,51.3,,7.9
2013/11/11,3.6,-1.0,9.0,,4.3,2.5,40.5,,4.1
2013/11/12,4.3,-0.9,9.8,,4.3,2.1,44.4,,3.7
2013/11/13,4.2,-2.2,11.6,,3.1,0.9,57.5,,3.8
