무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
8,01,은평구,07,101번,은평로,03,서울특별시 은평구 은평로 82,서울특별시 은평구 응암동 738,37.599022,126.916948,응암역(주변),04,60,,,99,,서울특별시 은평구청,02-351-7804,2019-07-01,3110000,서울특별시 은평구
9,01,은평구,03,없음,연서로,03,서울특별시 은평구 연서로107,서울특별시 은평구 구산동 222,37.609032,126.915513,세화아파트(예일여고주변),04,30,,,02,,서울특별시 은평구청,02-351-7804,2019-07-01,3110000,서울특별시 은평구
10,01,은평구,03,없음,연서로,03,서울특별시 은평구 연서로117,서울특별시 은평구 구산동 8-3,37.610179,126.915162,예일여중(주변),04,60,,,99,,서울특별시 은평구청,02-351-7804,2019-07-01,3110000,서울특별시 은평구
11,01,은평구,03,없음,연서로,03,서울특별시 은평구 연서로4길 2,서울특별시 은평구 역촌동 36-4,37.602314,126.9161395,연서로4길2(주변),04,60,,,99,,서울특별시 은평구청,02-351-7804,2019-07-01,3110000,서울특별시 은평구
12,01,은평구,03,없음,연서로,03,서울특별시 은평구 연서로 55,서울특별시 은평구 역촌동 63-1,37.603974,126.915333,역촌동주민센터(주변),04,60,,,99,,서울특별시 은평구청,02-351-7804,2019-07-01,3110000,서울특별시 은평구
13,01,은평구,03,없음,연서로,03,서울특별시 은평구 연서로 17,서울특별시 은평구 역촌동 85-1,37.600599,126.915745,연서로17(주변),04,60,,,99,,서울특별시 은평구청,02-351-7804,2019-07-01,3110000,서울특별시 은평구
12,대전광역시,동구,특별시도,174,용운로,3,대전광역시 동구 용운로 174(용운동),,36.32767303,127.4615372,하나은행 주변,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
13,대전광역시,동구,특별시도,55,은어송로,3,대전광역시 동구 은어송로 55(가오동),,36.30618741,127.4553625,LG텔레콤 앞,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
14,대전광역시,동구,구도,125,중교로,3,대전광역시 동구 중교로 125 (원동),,36.32870678,127.4328493,기업은행 앞,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
15,대전광역시,동구,특별시도,190,중앙로,3,대전광역시 동구 중앙로 190 (중동),,36.33008204,127.4303354,보성당 앞,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
16,대전광역시,동구,구도,518-3,대전천동로,3,대전광역시 동구 대전천동로 518-3(원동),,36.32753856,127.4319341,중앙동 공구상가 앞,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
17,대전광역시,동구,특별시도,79,동대전로,3,대전광역시 동구 동대전로 79(대동),,36.32993503,127.4429466,대동오거리 주변,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
18,대전광역시,동구,특별시도,120,동대전로284번길,3,대전광역시 동구 동대전로284번길 120(가양동),,36.34940627,127.4510154,보건대사거리,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
19,대전광역시,동구,특별시도,1689,동서대로,3,대전광역시 동구 동서대로 1689(용전동),,36.35031738,127.4366942,복합터미널 서관 앞,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
20,대전광역시,동구,특별시도,1705번길,동서대로,3,대전광역시 동구 동서대로 1705번길 5(용전동),,36.35014804,127.4386406,버스하차장진입로,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
21,대전광역시,동구,특별시도,1695번길,동서대로,3,대전광역시 동구 동서대로1695번길24-14(용전동),,36.35074833,127.4381182,복합터미널동관,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
22,대전광역시,동구,특별시도,186,옥천로,3,대전광역시 동구 옥천로186(판암동),,36.31746304,127.4609826,판암동 주공2단지,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
23,대전광역시,동구,특별시도,200번길,중앙로,3,대전광역시 동구 중앙로 200번길 70(원동),,36.3274491,127.4327488,중앙도매시장,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
24,대전광역시,동구,특별시도,942,대전로,3,대전광역시 동구 대전로942(삼성동),,36.34165411,127.4250256,한밭자이 주변,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
25,대전광역시,동구,구도,6,태전로,3,대전광역시 동구 태전로 6(중동),,36.33130471,127.4311485,서울한의원,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
26,대전광역시,동구,구도,586-1,대전천동로,3,대전광역시 동구 대전천동로 586-1(중동),,36.33221632,127.427223,주향교회주변,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
48,경상남도,양산시,시도,,물금로,3,,양산시 물금읍 물금리 898-2,35.311399,128.991253,이지더원5차 사거리 주변,4,30,,,2,2019,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
49,경상남도,양산시,시도,,청운로,3,,양산시 물금읍 가촌리 1279-10,35.312051,128.996875,이지더원1차 사거리 주변,4,60,,,2,2019,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
50,경상남도,양산시,시도,,서들로,3,,양산시 물금읍 가촌리 1283,35.312225,129.006781,메기들공원앞 사거리,4,60,,,,2019,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
51,경상남도,양산시,시도,,화합5길,3,,양산시 물금읍 범어리 2730,35.331007,129.010429,범어민원사무소 인근,4,30,,,,2019,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
52,경상남도,양산시,시도,,호국학도병길,3,양산시 호국학도병길 17,양산시 북부동 883,35.348897,129.041677,지안스아파트 앞 사거리,4,30,,,,2019,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
53,경상남도,양산시,시도,,새실로,3,양산시 물금읍 새실로 39,양산시 물금읍 가촌리 1272-12,35.313912,128.993866,물금중학교 앞 사거리,4,30,,,,2020,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
54,경상남도,양산시,시도,,물금로,3,양산시 물금읍 물금로 96-35,양산시 물금읍 가촌리 1275-6,35.312636,128.994646,한양수자인 아파트 후문,4,30,,,,2020,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
55,경상남도,양산시,시도,,삽량로,3,,양산시 남부동 611,35.334524,129.031777,쌍용아파트 앞 사거리,4,60,,,2,2020,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
1,대전광역시,동구,특별시도,776,대전로,3,대전광역시 동구 대전로 776(원동),,36.32904451,127.4341476,(구)관광호텔 앞,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
2,대전광역시,동구,특별시도,817,대전로,3,대전광역시 동구 대전로 817(정동),,36.33246649,127.4318499,(구)대한통운 주변,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
3,대전광역시,동구,특별시도,204,대흥로,3,대전광역시 동구 대흥로 204,,36.32605572,127.4342824,한복거리입구,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
4,대전광역시,동구,특별시도,1695번길,동서대로,3,대전광역시 동구 동서대로 1695번길 63(용전동),,36.35225456,127.4362951,복합터미널 신동관,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
5,대전광역시,동구,특별시도,430,계족로,3,대전광역시 동구 계족로 430 (용전동),,36.35002221,127.4326152,천주교성당 앞,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
6,대전광역시,동구,특별시도,73,은어송로,3,대전광역시 동구 은어송로 73(가오동),,36.30724869,127.4568607,은어송네거리,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
7,대전광역시,동구,특별시도,140번길,계족로,3,대전광역시 동구 계족로 140번길 183(용운동),,36.32841363,127.4545251,덕림코아 앞,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
8,대전광역시,동구,특별시도,792,대전로,3,대전광역시 동구 대전로 792(중앙동),,36.33034105,127.4334731,역전시장 주변,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
9,대전광역시,동구,구도,540-1,대전천동로,3,대전광역시 동구 대전천동로 540-1(중동),,36.32907155,127.4306595,은행교 앞,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
10,대전광역시,동구,특별시도,750,대전로,3,대전광역시 동구 대전로750,,36.32696405,127.4352898,원동네거리 주변,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
11,대전광역시,동구,특별시도,209,선화로,3,대전광역시 동구 선화로 209 (삼성동),,36.33460139,127.4285915,일성당 앞,4,0,,,,,대전광역시 동구,042-251-4921,2020-02-25,3640000,대전광역시 동구
43,경상남도,양산시,시도,,증산역로,3,양산시 물금읍 증산역로 177,양산시 물금읍 가촌리 1292,35.308504,129.009491,증산역 삼거리 주변,4,60,,,,2018,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
44,경상남도,양산시,시도,,증산역로,3,양산시 물금읍 증산역로 177,양산시 물금읍 가촌리 1292,35.309625,129.008514,라피에스타주차장 입구,4,60,,,,2018,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
45,경상남도,양산시,시도,,교동1길,3,,양산시 교동 612,35.347804,129.021147,월드메르디앙1단지 주변,4,30,,,,2018,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
46,경상남도,양산시,시도,,교동1길,3,,양산시 교동 285,35.347467,129.022767,월드메르디앙2단지 주변,4,30,,,,2018,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
47,경상남도,양산시,시도,,범구로,3,,양산시 물금읍 범어리 2748,35.327579,129.013662,유림APT 인근,4,40,,,,2019,양산시(교통과),055-392-2875,2020-11-02,5380000,경상남도 양산시
F6068,경기도,고양시,2,77번,자유로,,,경기도 고양시 일산동구 장항동 502-125,37.6452951454,126.746189592,경기도 고양시 일산동구 장항동 502-125,01,90,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6069,경기도,고양시,4,98번,고봉로,,,경기도 고양시 일산서구 일산동 1653,37.682810,126.778010,경기도 고양시 일산서구 일산동 1653,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6072,경기도,남양주시,5,해당없음,홍유릉로,,,경기도 남양주시 금곡동 654-3,37.62666667,127.2008333,경기도 남양주시 금곡동 654-3,02,50,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6074,경기도,의정부시,5,해당없음,동일로,,,경기도 의정부시 장암동 117-13,37.7055178967,127.057342036,경기도 의정부시 장암동 117-13,02,70,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6075,경기도,포천시,2,43번,호국로,,,경기도 포천시 소흘읍 송우리 77-54,37.8356815,127.1541048,경기도 포천시 소흘읍 송우리 77-54,02,70,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6100,경기도,동두천시,4,364번,삼육사로,,,경기도 동두천시 생연동 42-3,37.89611111,127.0711111,경기도 동두천시 생연동 42-3,01,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6123,경기도,양주시,5,해당없음,회정로,,,경기도 양주시 덕정동 280-1,37.8368481,127.0627695,경기도 양주시 덕정동 280-1,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6124,경기도,포천시,2,43번,호국로,,,경기도 포천시 영중면 양문리 613-16,37.999473094,127.246763306,경기도 포천시 영중면 양문리 613-16,02,80,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6150,경기도,양주시,5,해당없음,송랑로,,,경기도 양주시 만송동 303-7,37.7963082,127.088819,경기도 양주시 만송동 303-7,01,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6153,경기도,남양주시,4,383번,진관로,,,경기도 남양주시 진건읍 배양리 483-11,37.6358344812,127.165171474,경기도 남양주시 진건읍 배양리 483-11,02,70,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6154,경기도,남양주시,4,383번,진관로,,,경기도 남양주시 진건읍 진관리 산 107-13,37.6424697561,127.164817423,경기도 남양주시 진건읍 진관리 산 107-13,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6157,경기도,양주시,5,해당없음,송랑로,,,경기도 양주시 만송동 339-6,37.7914765,127.0883766,경기도 양주시 만송동 339-6,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6158,경기도,파주시,2,1번,통일로,,,경기도 파주시 조리읍 봉일천리 210-32,37.7442987,126.8089856,경기도 파주시 조리읍 봉일천리 210-32,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6159,경기도,고양시,4,363번,성현로,,,경기도 고양시 일산동구 성석동 1566-3,37.707800,126.809660,경기도 고양시 일산동구 성석동 1566-3,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6160,경기도,고양시,4,363번,성현로,,,경기도 고양시 일산동구 성석동 1566-3,37.708010,126.809660,경기도 고양시 일산동구 성석동 1566-3,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6167,경기도,파주시,5,해당없음,새꽃로,,,경기도 파주시 금촌동 978-1,37.75766667,126.7652389,경기도 파주시 금촌동 978-1,02,50,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6168,경기도,파주시,4,78번,혜음로,,,경기도 파주시 적성면 식현리 23-9,37.740785,126.876507,경기도 파주시 적성면 식현리 23-9,02,70,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6169,경기도,파주시,5,해당없음,청석로,,,경기도 파주시 동패동 1745-2,37.72434722,126.7172056,경기도 파주시 동패동 1745-2,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6171,경기도,구리시,2,43번,동구릉로,,,경기도 구리시 사노동 426,37.63845242,127.1396808,경기도 구리시 사노동 426,02,50,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6173,경기도,남양주시,2,6번,경강로,,,경기도 남양주시 일패동 산 74-8,37.60871667,127.1832972,경기도 남양주시 일패동 산 74-8,02,70,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6204,경기도,포천시,2,43번,호국로,,,경기도 포천시 영중면 양문리 555-10,38.001561,127.246909,경기도 포천시 영중면 양문리 555-10,01,80,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6208,경기도,고양시,4,357번,제2자유로,,,경기도 고양시 덕양구 토당동 797-60,37.621990,126.803130,경기도 고양시 덕양구 토당동 797-60,01,80,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6209,경기도,고양시,4,357번,제2자유로,,,경기도 고양시 일산서구 구산동 1232,37.679250,126.707600,경기도 고양시 일산서구 구산동 1232,01,80,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6250,경기도,양주시,4,371번,광적로,,,경기도 양주시 광적면 가납리 679-6,37.8195035,126.9853301,경기도 양주시 광적면 가납리 679-6,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6260,경기도,포천시,2,47번,금강로,,,경기도 포천시 일동면 수입리 279-3,37.975727,127.325035,경기도 포천시 일동면 수입리 279-3,02,80,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6261,경기도,파주시,5,해당없음,필승로,,,경기도 파주시 탄현면 법흥리 1761-4,37.768512312,126.693172169,경기도 파주시 탄현면 법흥리 1761-4,02,70,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
의왕교통 22,경기도,의왕시,시도,,고산로,,경기도 의왕시 고산로 75,경기도 의왕시 고천동 411-1,37.35114129,126.9629517,LG패션아울렛 매장 주변,4,50,,,,,경기도 의왕시청,031-345-3323,2020-07-09,4030000,경기도 의왕시
F5785,경기도,파주시,2,1번,통일로,,,경기도 파주시 월롱면 영태리 503-5,37.770966,126.7905638,경기도 파주시 월롱면 영태리 503-5,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5786,경기도,파주시,5,해당없음,술이홀로,,,경기도 파주시 파주읍 파주리 631-3,37.828538,126.8161027,경기도 파주시 파주읍 파주리 631-3,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5787,경기도,파주시,5,해당없음,방촌로,,,경기도 파주시 문산읍 당동리 214-4,37.866388,126.7848888,경기도 파주시 문산읍 당동리 214-4,02,50,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5788,경기도,파주시,5,해당없음,혜음로,,,경기도 파주시 광탄면 방축리 386-7,37.8081267,126.8490876,경기도 파주시 광탄면 방축리 386-7,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5789,경기도,파주시,5,해당없음,엘지로,,,경기도 파주시 월롱면 덕은리 33,37.8093527,126.7824638,경기도 파주시 월롱면 덕은리 33,02,70,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5790,경기도,파주시,5,해당없음,엘지로,,,경기도 파주시 탄현면 금승리 337-3,37.8222416,126.7452666,경기도 파주시 탄현면 금승리 337-3,02,70,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5791,경기도,파주시,4,363번,새꽃로,,,경기도 파주시 금촌동 329-46,37.76519444,126.7736138,경기도 파주시 금촌동 329-46,02,50,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5792,경기도,파주시,2,1번,통일로,,,경기도 파주시 파주읍 봉서리 353-2,37.84843611,126.788650,경기도 파주시 파주읍 봉서리 353-2,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5793,경기도,파주시,4,78번,우계로,,,경기도 파주시 파주읍 봉서리 302-1,37.85476388,126.799688,경기도 파주시 파주읍 봉서리 302-1,02,70,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5794,경기도,파주시,2,37번,율곡로,,,경기도 파주시 파평면 두포리 443-9,37.90936111,126.826766,경기도 파주시 파평면 두포리 443-9,02,80,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5795,경기도,파주시,2,77번,평화로,,,경기도 파주시 탄현면 성동리 639,37.7857138,126.689722,경기도 파주시 탄현면 성동리 639,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5796,경기도,파주시,5,해당없음,숲속노을로,,,경기도 파주시 동패동 1693,37.7238444,126.711455,경기도 파주시 동패동 1693,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5797,경기도,파주시,5,해당없음,덕이로,,,경기도 파주시 동패동 1311-4,37.7049638,126.729672,경기도 파주시 동패동 1311-4,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5798,경기도,파주시,5,해당없음,시청로,,,경기도 파주시 아동동 299-16,37.7685444,126.7788638,경기도 파주시 아동동 299-16,02,50,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F5799,경기도,파주시,2,1번,통일로,,,경기도 파주시 조리읍 봉일천리 13-2,37.73661111,126.8249111,경기도 파주시 조리읍 봉일천리 13-2,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6064,경기도,고양시,2,1번,통일로,,,경기도 고양시 덕양구 대자동 1189-14,37.6774235669,126.887363654,경기도 고양시 덕양구 대자동 1189-14,02,60,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6065,경기도,고양시,2,77번,자유로,,,경기도 고양시 덕양구 행주내동 125-2,37.6006292760,126.829427939,경기도 고양시 덕양구 행주내동 125-2,01,90,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6066,경기도,고양시,2,77번,자유로,,,경기도 고양시 덕양구 행주내동 125-2,37.6006174628,126.829450076,경기도 고양시 덕양구 행주내동 125-2,01,90,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
F6067,경기도,고양시,2,77번,자유로,,,경기도 고양시 일산동구 장항동 502-125,37.6453800970,126.746371982,경기도 고양시 일산동구 장항동 502-125,01,90,,,,,경기북부지방경찰청,031-961-3252,2020-05-31,1338000,경찰청 경기도북부경찰청
44,울산광역시,울주군,군도,중1-23,중1-23,3,,울산광역시 울주군 온양읍 대안리 173-10,35.4106625,129.2914038,온양읍 서희스타힐스 입구,4,0,,,,2018,울주군청 교통정책과,052-204-2524,2020-10-15,6310000,울산광역시
B062,광주광역시,북구,시도,대1-25번,설죽로,2,광주광역시 북구 설죽로 290,광주광역시 북구 오치동 1002,35.18573687,126.8992813,오치초등학교 부근,4,0,,,,,광주광역시 북구청,062-410-8870,2020-10-30,3620000,광주광역시 북구
B063,광주광역시,북구,시도,대1-30번,용주로,2,광주광역시 북구 용주로 15,광주광역시 북구 용봉동 1428-1,35.181317,126.900204,용주초등학교 부근,4,0,,,,,광주광역시 북구청,062-410-8870,2020-10-30,3620000,광주광역시 북구
1,충청남도,청양군,기타,중로2-1,중앙로,1,충청남도 청양군 청양읍 중앙로 130,충청남도 청양군 청양읍 읍내리 209-29,36.45126454,126.8032333,시외버스터미널 앞,4,0,,,,2015,청양군청,041-940-2421,2020-10-26,4590000,충청남도 청양군
2,충청남도,청양군,기타,중로1-1,칠갑산로,2,충청남도 청양군 청양읍 칠갑산로 221,충청남도 청양군 청양읍 읍내리 191-5,36.45158546,126.8011264,문화체육센터 앞,4,0,,,,2015,청양군청,041-940-2421,2020-10-26,4590000,충청남도 청양군
3,충청남도,청양군,기타,중로1-1,중앙로,1,충청남도 청양군 청양읍 중앙로 130-1,충청남도 청양군 청양읍 읍내리 209-29,36.45115654,126.8033183,삼성의원 앞,4,0,,,,2015,청양군청,041-940-2421,2020-10-26,4590000,충청남도 청양군
4,충청남도,청양군,기타,중로2-1,중앙로,2,충청남도 청양군 청양읍 중앙로 126,충청남도 청양군 청양읍 읍내리 175-17,36.45053261,126.8031236,새마을금고 앞,4,0,,,,2015,청양군청,041-940-2421,2020-10-26,4590000,충청남도 청양군
주정차단속-001,서울특별시,마포구,구도,107,만리재옛길,3,서울특별시 마포구 만리재옛길 13,,37.54580443,126.9548225,공덕초등학교 주변(새마을금고 앞),4,0,,,2,2016,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-002,서울특별시,마포구,구도,53,마포대로,3,서울특별시 마포구 마포대로 173,,37.54990203,126.9544579,마포경찰서 앞,4,0,,,,2007,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-003,서울특별시,마포구,구도,101,굴레방로,3,서울특별시 마포구 굴레방로11,,37.55502024,126.9558943,아현초등학교 앞,4,0,,,2,2010,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-004,서울특별시,마포구,구도,없음,신촌로34길,3,서울특별시 마포구 신촌로34길 41,,37.55549929,126.9551426,행화정교회 주변(아현시장 입구),4,0,,,,2016,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-005,서울특별시,마포구,구도,없음,마포대로11길,3,서울특별시 마포구 마포대로 197,,37.55195616,126.9540719,공덕지구대 앞,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-006,서울특별시,마포구,구도,없음,마포대로19길,3,서울특별시 마포구 마포대로 201,,37.55219817,126.9554976,트라팰리스2차 옆,4,0,,,,2010,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-007,서울특별시,마포구,구도,117,삼개로,3,서울특별시 마포구 삼개로 19,,37.5386403,126.9476125,근신빌딩 앞,4,0,,,,2005,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-008,서울특별시,마포구,구도,646,새창로6길,3,서울특별시 마포구 도화4길 35,,37.54046207,126.9516982,동원베네스트 아파트 앞,4,0,,,,2017,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-009,서울특별시,마포구,구도,117,삼개로,3,서울특별시 마포구 삼개로29,,37.5377501,126.9475679,우성아파트 앞,4,0,,,,2005,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-010,서울특별시,마포구,구도,685,마포대로4나길,3,서울특별시 마포구 마포대로4나길 28,,37.53799783,126.9454858,진선미 어린이집 앞,4,0,,,2,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-011,서울특별시,마포구,구도,117,삼개로,3,서울특별시 마포구 마포대로 52,,37.54033781,126.9476611,고려아카데미텔 뒤,4,0,,,,2005,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-012,서울특별시,마포구,구도,680,도화길,3,서울특별시 마포구 도화길35,,37.5412793,126.9496067,마포공영주차장,4,0,,,,2008,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-013,서울특별시,마포구,구도,113,새창로,3,서울특별시 마포구 마포대로86,,37.54264563,126.9505789,서울대 동창회관 앞,4,0,,,,2007,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-014,서울특별시,마포구,구도,없음,마포대로,3,서울특별시 마포구 토정로37길38,,37.54205285,126.9466325,염리초교(트라팰리스),4,0,,,2,2008,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-015,서울특별시,마포구,구도,113,새창로,3,서울특별시 마포구 새창로 28,,37.54166991,126.9529421,공덕역 10번출구 앞,4,0,,,,2018,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
주정차단속-016,서울특별시,마포구,구도,833,독막로22길,3,서울특별시 마포구 독막로22길 3-7,,37.54707519,126.9297408,해모로아파트 앞,4,0,,,,2005,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
