,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,x,y 
40,2008102100100272,2008년 10월 21일 13시,화요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,53세,상해없음,보행자,남,10세,경상,204569.9115,405000.0798
41,2008111400100329,2008년 11월 14일 15시,금요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,18세,상해없음,보행자,여,12세,경상,205101.7028,406977.6624
42,2008112600100418,2008년 11월 26일 18시,수요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,56세,상해없음,보행자,여,11세,중상,206140.4155,404072.9848
43,2008121700100412,2008년 12월 17일 18시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승합,여,42세,상해없음,자전거,남,9세,경상,206851.2968,406047.5126
44,2008121800100371,2008년 12월 18일 16시,목요일,경기도 오산시 오산동,중상사고,0,1,2,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,38세,상해없음,화물,남,38세,경상,206963.8233,405956.0691
45,2009010800100411,2009년 1월 8일 21시,목요일,경기도 오산시 궐동,경상사고,0,0,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,41세,상해없음,승용,남,31세,경상,203094.1872,408253.5852
46,2009012400100116,2009년 1월 24일 06시,토요일,경기도 오산시 오산동,중상사고,0,1,3,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 결빙,눈,단일로 - 기타,승용,남,37세,상해없음,승용,남,41세,중상,206468.8327,406296.5964
47,2009012500100134,2009년 1월 25일 08시,일요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 결빙,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,38세,경상,199034.6792,447916.6089
48,2009013000100375,2009년 1월 30일 16시,금요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,남,8세,중상,207119.8924,406524.1171
49,2009020500100261,2009년 2월 5일 15시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,53세,상해없음,보행자,남,10세,중상,206635.0057,404567.7858
50,2009021000100448,2009년 2월 10일 19시,화요일,경기도 오산시 청학동,경상사고,0,0,3,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,여,33세,경상,205462.0668,405607.0192
51,2009021300100316,2009년 2월 13일 13시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 습기,맑음,단일로 - 횡단보도부근,승용,남,48세,상해없음,보행자,남,12세,중상,206547.1829,404717.3826
52,2009032800100184,2009년 3월 28일 09시,토요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,40세,상해없음,보행자,남,8세,중상,205624.4432,406876.3769
53,2009032900100467,2009년 3월 29일 21시,일요일,경기도 오산시 원동,경상사고,0,0,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,승용,여,70세,경상,206075.1711,403924.5824
54,2009033000100412,2009년 3월 30일 18시,월요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,42세,상해없음,보행자,남,5세,중상,203880.6929,404610.2959
55,2009040400100339,2009년 4월 4일 13시,토요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,남,9세,경상,203868.6938,404609.2323
56,2009041100100658,2009년 4월 11일 22시,토요일,경기도 오산시 은계동,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,승용,남,31세,중상,206652.8749,406871.7943
57,2009041600100339,2009년 4월 16일 16시,목요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,55세,상해없음,보행자,남,5세,중상,206302.37699999998,403712.6949
58,2009041900100244,2009년 4월 19일 13시,일요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,남,8세,경상,206603.74300000002,405184.86600000004
59,2009042100100591,2009년 4월 21일 22시,화요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,43세,상해없음,보행자,남,6세,중상,205336.6409,406437.6869
60,2009042200100373,2009년 4월 22일 17시,수요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,남,10세,중상,206074.1781,406770.7049
61,2009042600100292,2009년 4월 26일 14시,일요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,35세,상해없음,승용,남,32세,경상,207132.5061,406028.9868
62,2009050400100209,2009년 5월 4일 11시,월요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,48세,상해없음,보행자,여,3세,중상,203255.9344,404327.8943
63,2009050500100555,2009년 5월 5일 20시,화요일,경기도 오산시 누읍동,경상사고,0,0,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,승용,여,31세,경상,204290.2569,404913.5726
64,2009050700100558,2009년 5월 7일 20시,목요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,기타불명,기타불명,기타불명,보행자,남,10세,부상신고,206441.6068,405578.16799999995
65,2009051300100352,2009년 5월 13일 15시,수요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,여,41세,상해없음,보행자,남,4세,중상,206243.8602,403806.4239
66,2009052300100346,2009년 5월 23일 14시,토요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,흐림,단일로 - 횡단보도상,원동기,남,16세,상해없음,보행자,여,7세,경상,206612.3404,405261.9419
67,2009052800100606,2009년 5월 28일 23시,목요일,경기도 오산시 원동,경상사고,0,0,6,1,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,남,36세,경상,206941.9736,404217.2634
68,2009060200100416,2009년 6월 2일 17시,화요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,원동기,남,69세,상해없음,자전거,여,10세,경상,206067.9069,403594.4133
69,2009061200100433,2009년 6월 12일 16시,금요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동기,남,37세,상해없음,보행자,남,7세,중상,207099.5558,406206.8838
70,2009061300100664,2009년 6월 13일 21시,토요일,경기도 오산시 원동,중상사고,0,2,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,41세,상해없음,승용,남,30세,중상,206443.6705,403857.4964
71,2009061600100148,2009년 6월 16일 08시,화요일,경기도 오산시 내삼미동,경상사고,0,0,4,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승합,여,35세,경상,204924.8413,408835.4643
72,2009061600100597,2009년 6월 16일 22시,화요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,승용,남,28세,경상,206535.54100000003,404838.3693
73,2009061800100343,2009년 6월 18일 15시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,61세,상해없음,보행자,여,4세,중상,206777.1746,405305.8276
74,2009062600100299,2009년 6월 26일 13시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,기타불명,기타불명,기타불명,보행자,남,6세,경상,206367.4965,405403.7084
75,2009062800100216,2009년 6월 28일 12시,일요일,경기도 오산시 양산동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,보행자,남,4세,중상,202551.0745,410510.6082
76,2009072100100426,2009년 7월 21일 16시,화요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,여,35세,경상,206077.3908,405971.4051
77,2009072100100530,2009년 7월 21일 19시,화요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,34세,상해없음,보행자,남,5세,중상,206561.0422,405314.6926
78,2009072200100253,2009년 7월 22일 12시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,45세,상해없음,보행자,남,9세,경상,206031.1129,405641.0304
79,2009072300100158,2009년 7월 23일 09시,목요일,경기도 오산시 원동,중상사고,0,2,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,여,11세,중상,206533.1461,404723.311
80,2009072600100380,2009년 7월 26일 18시,일요일,경기도 오산시 원동,중상사고,0,1,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,승용,남,29세,중상,206501.4441,404854.196
81,2009072900100264,2009년 7월 29일 11시,수요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,37세,상해없음,보행자,여,8세,중상,207347.6715,404115.3594
82,2009073100100189,2009년 7월 31일 10시,금요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,남,5세,중상,205253.2345,406698.3505
83,2009080100100216,2009년 8월 1일 10시,토요일,경기도 오산시 오산동,경상사고,0,0,4,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,기타불명,기타불명,기타불명,기타불명,승용,남,32세,경상,206089.6615,405541.2993
84,2009081000100252,2009년 8월 10일 12시,월요일,경기도 오산시 오산동,경상사고,0,0,6,1,차대차 - 추돌 - 주정차중,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,44세,기타불명,화물,남,56세,경상,205804.3404,405580.8119
85,2009090200100427,2009년 9월 2일 17시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,12세,경상,승용,여,54세,상해없음,206663.4515,405624.355
86,2009091300100131,2009년 9월 13일 07시,일요일,경기도 오산시 고현동,중상사고,0,3,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,35세,경상,206450.4138,404096.6267
87,2009091800100209,2009년 9월 18일 09시,금요일,경기도 오산시 누읍동,중상사고,0,1,2,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,특수,남,40세,경상,승용,여,33세,중상,207603.1454,404044.6767
88,2009092000100168,2009년 9월 20일 08시,일요일,경기도 오산시 부산동,중상사고,0,1,1,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,승용,남,31세,중상,207669.4737,406645.0609
89,2009092400100264,2009년 9월 24일 12시,목요일,경기도 오산시 가수동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,52세,상해없음,보행자,남,9세,중상,204542.3639,405101.9749
90,2009092400100356,2009년 9월 24일 15시,목요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,남,2세,경상,204706.2337,408934.3509
91,2009100100100559,2009년 10월 1일 17시,목요일,경기도 오산시 은계동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,남,12세,경상,206624.8752,406869.6459
92,2009101400100343,2009년 10월 14일 14시,수요일,경기도 오산시 수청동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,25세,상해없음,보행자,여,8세,경상,205314.1272,408241.2815
93,2009101700100598,2009년 10월 17일 17시,토요일,경기도 오산시 수청동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,39세,상해없음,보행자,여,7세,중상,206197.3943,407118.492
94,2009102100100188,2009년 10월 21일 09시,수요일,경기도 오산시 고현동,경상사고,0,0,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,49세,상해없음,승용,여,30세,경상,207929.6729,403779.2906
95,2009102300100423,2009년 10월 23일 16시,금요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,보행자,남,4세,경상,206248.8052,404576.7553
96,2009102900100331,2009년 10월 29일 15시,목요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,36세,상해없음,자전거,남,12세,경상,206245.4561,403693.3875
97,2009110200100297,2009년 11월 2일 13시,월요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,50세,상해없음,보행자,남,10세,경상,206027.694,405910.119
98,2009112700100371,2009년 11월 27일 16시,금요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승용,남,36세,경상,206930.4842,405258.6164
99,2009112900100424,2009년 11월 29일 17시,일요일,경기도 오산시 고현동,경상사고,0,0,2,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 습기,비,단일로 - 기타,승용,여,28세,상해없음,,,,,207744.4999,403608.2474
100,2009121300100439,2009년 12월 13일 19시,일요일,경기도 오산시 부산동,경상사고,0,0,9,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,승용,남,28세,경상,205357.0544,410534.4147
101,2010011300100099,2010년 1월 13일 06시,수요일,경기도 오산시 내삼미동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로안,화물,남,55세,상해없음,승용,남,40세,경상,204602.9403,410120.2745
102,2010021400100203,2010년 2월 14일 14시,일요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승합,여,43세,기타불명,승용,남,30세,경상,206248.4447,405784.2321
103,2010021700100239,2010년 2월 17일 15시,수요일,경기도 오산시 은계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,남,7세,경상,206478.8318,406866.8753
104,2010022600100336,2010년 2월 26일 14시,금요일,경기도 오산시 세교동,중상사고,0,3,0,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,52세,기타불명,승용,여,42세,중상,203968.8516,409520.6947
105,2010030200100250,2010년 3월 2일 14시,화요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,33세,상해없음,보행자,남,8세,중상,205886.7326,406461.5948
106,2010030900100376,2010년 3월 9일 18시,화요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 정면충돌,신호위반,포장 - 습기,비,교차로 - 교차로안,승용,남,47세,상해없음,승용,여,36세,경상,206618.94100000002,405528.0823
107,2010031200100462,2010년 3월 12일 21시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,상해없음,보행자,남,12세,중상,206616.9047,405344.9989
108,2010031300100012,2010년 3월 13일 00시,토요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,40세,상해없음,승용,남,41세,경상,206527.2862,404696.2694
109,2010032800100378,2010년 3월 28일 18시,일요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,32세,상해없음,보행자,남,4세,중상,206525.3487,404684.2545
110,2010032800100379,2010년 3월 28일 18시,일요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,32세,상해없음,보행자,남,4세,중상,206525.296,404694.2582
111,2010040100100529,2010년 4월 1일 21시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,상해없음,보행자,여,5세,중상,206483.2521,404129.8128
112,2010040400100433,2010년 4월 4일 20시,일요일,경기도 오산시,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,46세,상해없음,승용,남,27세,경상,205941.0942,405827.6301
113,2010041100100244,2010년 4월 11일 14시,일요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,보행자,여,11세,경상,206229.4626,405209.9044
114,2010041700100254,2010년 4월 17일 12시,토요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,48세,상해없음,보행자,남,8세,중상,206131.1462,403553.7302
115,2010050100100269,2010년 5월 1일 12시,토요일,경기도 오산시 원동,경상사고,0,0,10,0,차대차 - 추돌 - 주정차중,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,24세,상해없음,승용,여,49세,경상,206947.6659,404086.2413
116,2010050700100041,2010년 5월 7일 02시,금요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 추돌 - 진행중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,28세,상해없음,승용,남,31세,경상,206772.9452,405538.8978
117,2010051000100321,2010년 5월 10일 15시,월요일,경기도 오산시 원동,중상사고,0,2,0,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,56세,상해없음,보행자,여,30세,중상,206950.9822,404216.3104
118,2010051000100379,2010년 5월 10일 17시,월요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,46세,상해없음,보행자,남,9세,경상,204792.3763,403219.5486
119,2010051600100224,2010년 5월 16일 12시,일요일,경기도 오산시 수청동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,33세,경상,205314.1377,408239.2807
120,2010052100100134,2010년 5월 21일 06시,금요일,경기도 오산시 궐동,경상사고,0,0,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,승용,남,36세,경상,206073.2034,406196.4722
121,2010052500100529,2010년 5월 25일 23시,화요일,경기도 오산시 내삼미동,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,33세,상해없음,승용,여,37세,경상,204880.4242,408911.2601
122,2010052800100401,2010년 5월 28일 17시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,39세,상해없음,보행자,여,9세,중상,207412.8599,403894.615
123,2010052900100182,2010년 5월 29일 08시,토요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,승용,남,30세,경상,206532.6845,404431.1927
124,2010060200100414,2010년 6월 2일 16시,수요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,52세,상해없음,보행자,남,8세,경상,205915.6258,406673.8311
125,2010060300100136,2010년 6월 3일 08시,목요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,49세,상해없음,보행자,여,10세,중상,206272.7462,403450.4349
126,2010060600100226,2010년 6월 6일 11시,일요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,38세,상해없음,보행자,여,2세,중상,206002.5886,405358.7683
127,2010060800100594,2010년 6월 8일 21시,화요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,16세,상해없음,승용,여,38세,경상,206535.1363,404725.3223
128,2010061100100396,2010년 6월 11일 16시,금요일,경기도 오산시 탑동,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,46세,상해없음,승용,남,30세,경상,203871.3828,403908.9707
129,2010061700100581,2010년 6월 17일 21시,목요일,경기도 오산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승용,기타불명,기타불명,기타불명,자전거,남,11세,경상,207005.2069,406645.561
130,2010061900100285,2010년 6월 19일 12시,토요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,38세,상해없음,보행자,여,8세,중상,206105.6486,403266.4821
131,2010062300100313,2010년 6월 23일 15시,수요일,경기도 오산시 갈곶동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,50세,상해없음,자전거,남,8세,경상,205907.4053,403677.6011
132,2010062400100365,2010년 6월 24일 17시,목요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,49세,상해없음,자전거,남,7세,중상,206155.1972,403545.8537
133,2010063000100265,2010년 6월 30일 14시,수요일,경기도 오산시 고현동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,화물,남,18세,상해없음,보행자,남,10세,중상,207421.9002,403887.6598
134,2010070400100402,2010년 7월 4일 20시,일요일,경기도 오산시 갈곶동,경상사고,0,0,1,1,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,49세,상해없음,화물,남,34세,상해없음,206352.7283,403459.8598
135,2010070500100454,2010년 7월 5일 19시,월요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,남,7세,중상,206246.428,405027.9216
136,2010070700100158,2010년 7월 7일 09시,수요일,경기도 오산시 오산동,중상사고,0,1,4,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,화물,남,57세,중상,206544.8768,405534.6947
137,2010072200100407,2010년 7월 22일 16시,목요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,승용,여,37세,경상,206950.8241,404246.3215
138,2010072600100216,2010년 7월 26일 11시,월요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,37세,상해없음,보행자,남,5세,중상,206059.8318,406645.5797
139,2010073000100568,2010년 7월 30일 21시,금요일,경기도 오산시 오산동,중상사고,0,2,0,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,승용,여,38세,중상,207107.9029,405951.8265
140,2010073100100298,2010년 7월 31일 14시,토요일,경기도 오산시 수청동,중상사고,0,1,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,41세,중상,승용,남,38세,경상,205726.8167,407002.9665
141,2010081100100537,2010년 8월 11일 20시,수요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,승합,남,37세,상해없음,보행자,여,8세,중상,206846.4215,406023.4773
142,2010090200100364,2010년 9월 2일 14시,목요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,남,8세,중상,205525.8023,406800.8273
143,2010090200100484,2010년 9월 2일 18시,목요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,38세,상해없음,보행자,남,7세,경상,203820.1071,410030.1111
144,2010090400100335,2010년 9월 4일 13시,토요일,경기도 오산시 궐동,중상사고,0,1,1,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,61세,상해없음,승용,남,32세,중상,205751.078,406385.85
